School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Louisiana Tech,32,12,20,.375,-5.99,-0.99,2,14,8,6,2,14,2051,2174,68.6,93.4,.373,.340,.506,51.6,45.9,8.2,7.0,.475,20.9,31.7,.242
Louisville,35,25,10,.714,18.60,8.20,12,6,19,2,4,6,2623,2259,67.8,108.6,.299,.407,.548,50.1,64.1,13.5,13.5,.526,16.1,34.8,.198
Loyola (IL),31,16,15,.516,1.73,-1.10,7,11,9,8,7,7,2153,2065,65.6,105.4,.369,.319,.529,51.5,51.7,9.1,9.6,.485,16.3,36.0,.272
Loyola Marymount,32,11,21,.344,-2.79,0.27,2,12,7,7,2,12,2265,2312,68.8,100.9,.387,.248,.512,51.8,54.0,9.6,10.0,.472,17.1,35.6,.269
Loyola (MD),30,15,15,.500,-3.28,-3.68,10,8,8,6,7,8,2023,2011,66.1,101.6,.372,.316,.511,52.1,50.9,9.8,10.7,.470,16.7,36.7,.262
Maine,30,15,15,.500,-4.87,-5.84,9,7,7,7,8,7,2089,2010,64.7,106.3,.405,.342,.556,50.4,54.5,8.6,9.5,.521,17.1,31.1,.283
Manhattan,31,6,25,.194,-11.66,-2.01,3,15,3,10,3,11,1862,2161,63.8,93.4,.337,.225,.478,48.2,44.3,10.0,11.4,.437,17.7,33.7,.235
Marist,33,6,27,.182,-13.70,-1.46,3,15,4,10,1,15,1979,2383,66.5,90.2,.363,.384,.487,47.1,47.9,7.6,7.0,.441,19.1,27.8,.258
Marquette,37,22,15,.595,14.89,8.51,9,9,14,4,4,7,2782,2546,68.0,110.2,.443,.261,.549,51.7,59.0,10.5,9.5,.510,15.2,36.1,.308
Marshall,34,22,12,.647,6.32,1.94,9,7,14,4,6,7,2499,2291,68.0,107.7,.471,.309,.541,53.3,51.4,7.2,9.2,.502,16.4,37.3,.320
Maryland-Baltimore County,30,5,25,.167,-18.47,-4.27,4,12,3,10,2,14,1928,2354,67.1,94.2,.279,.317,.487,46.4,49.4,8.7,4.9,.453,16.6,29.5,.198
Maryland-Eastern Shore,31,9,22,.290,-19.35,-7.42,5,11,7,5,1,16,2096,2408,70.4,94.5,.353,.306,.484,47.0,50.8,9.2,4.3,.450,17.2,32.6,.230
Maryland,33,19,14,.576,15.00,5.76,7,9,14,4,4,6,2536,2231,71.8,107.0,.389,.219,.541,52.6,59.8,9.4,11.2,.509,16.1,35.8,.263
Massachusetts,30,15,15,.500,-0.76,1.93,7,9,8,8,4,6,1988,2039,68.4,96.5,.370,.326,.485,50.6,48.3,9.3,11.1,.448,16.7,35.1,.245
McNeese State,33,21,12,.636,-4.70,-4.39,11,5,14,2,4,9,2446,2354,68.2,107.5,.393,.336,.541,49.1,44.5,9.4,8.7,.496,15.1,33.1,.293
Memphis,35,25,10,.714,6.91,3.14,10,6,17,2,3,6,2524,2392,69.1,103.2,.396,.324,.538,50.6,57.5,12.1,13.4,.504,18.6,35.3,.269
Mercer,33,15,18,.455,-4.08,-2.17,11,9,9,6,4,10,2220,2258,67.7,98.2,.437,.364,.521,48.3,53.5,10.7,7.9,.478,18.0,30.3,.301
Miami (FL),36,21,15,.583,10.47,6.42,6,10,13,4,4,9,2579,2433,65.8,108.0,.389,.384,.557,52.8,47.7,8.5,9.5,.518,17.7,35.8,.282
Miami (OH),33,16,17,.485,-1.58,3.04,11,5,12,4,4,12,2190,2319,63.9,101.1,.363,.415,.542,49.0,50.1,7.5,7.2,.504,18.7,28.8,.264
Michigan State,34,19,15,.559,13.70,11.67,9,9,12,3,3,8,2338,2263,66.0,103.1,.365,.327,.526,52.9,62.3,9.7,13.1,.489,17.0,34.5,.256
Michigan,35,21,14,.600,14.21,10.68,9,9,14,5,5,5,2328,2187,62.1,106.3,.266,.426,.547,48.6,56.7,7.7,6.0,.523,14.2,25.5,.186
Middle Tennessee,32,16,16,.500,-2.74,-4.45,10,6,10,4,4,10,2218,2121,67.3,101.0,.479,.286,.526,51.7,46.2,12.6,11.1,.475,18.7,35.0,.340
Milwaukee,33,19,14,.576,1.48,2.51,13,5,10,5,8,8,2266,2300,66.3,102.4,.441,.406,.534,50.4,55.9,7.4,5.8,.502,17.8,32.0,.289
Minnesota,31,17,14,.548,11.75,9.79,6,12,11,6,3,7,2137,2076,65.2,105.7,.437,.286,.533,53.6,64.7,10.4,16.7,.499,17.1,37.6,.289
Mississippi State,31,17,14,.548,3.38,3.77,9,7,12,5,4,5,2165,2177,67.7,102.8,.359,.400,.544,49.5,53.2,7.7,10.5,.507,17.2,28.9,.259
Mississippi Valley State,32,13,19,.406,-13.95,-7.48,12,6,7,2,5,14,2186,2393,73.5,92.3,.388,.340,.498,50.1,52.3,9.6,7.2,.460,20.2,31.8,.258
Mississippi,34,20,14,.588,8.71,3.92,7,9,13,4,4,8,2513,2350,67.5,109.1,.348,.377,.549,51.8,47.8,7.8,14.0,.508,16.0,35.3,.263
Missouri-Kansas City,30,16,14,.533,-8.91,-4.46,9,9,11,4,5,9,2100,2217,66.5,102.7,.416,.410,.538,48.7,45.2,9.1,6.8,.507,17.7,31.7,.275
Missouri State,35,26,9,.743,8.07,1.35,15,3,16,1,7,7,2444,2209,62.3,112.1,.382,.347,.557,52.7,55.1,7.8,8.1,.518,14.2,33.2,.279
Missouri,34,23,11,.676,14.77,6.50,8,8,17,1,2,7,2748,2435,72.5,110.3,.339,.312,.552,48.6,56.8,13.2,12.5,.515,14.8,33.9,.250
Monmouth,30,9,21,.300,-9.67,-4.40,5,13,5,10,2,11,1818,1976,63.9,93.3,.379,.353,.497,49.0,59.5,10.4,6.6,.465,19.3,31.3,.242
Montana State,31,13,18,.419,-7.01,-3.22,7,9,9,4,2,14,2079,2130,65.6,101.8,.368,.408,.511,48.5,52.2,8.8,6.5,.482,15.5,32.0,.238
Montana,32,21,11,.656,2.17,-2.47,12,4,13,2,7,9,2151,1950,64.2,104.0,.425,.286,.540,51.2,55.0,10.6,12.7,.507,16.8,31.6,.284
Morehead State,35,25,10,.714,2.81,-3.13,13,5,14,1,8,8,2412,2162,64.3,106.2,.401,.321,.541,56.9,49.8,13.2,10.2,.509,19.1,41.6,.270
Morgan State,31,17,14,.548,-8.04,-7.72,10,6,10,2,4,10,2061,2071,68.2,97.5,.454,.247,.502,52.6,52.5,9.1,10.1,.456,18.6,36.7,.309
Mount St. Mary's,32,11,21,.344,-9.22,-3.47,9,9,8,5,3,16,1940,2124,65.3,92.1,.368,.281,.502,47.1,54.9,8.9,9.0,.464,19.8,29.1,.250
Murray State,32,23,9,.719,0.45,-4.85,14,4,13,2,9,4,2194,1979,64.4,106.5,.470,.315,.558,51.9,58.8,11.7,8.2,.519,18.6,35.0,.329
Navy,31,11,20,.355,-10.66,-5.56,6,8,6,7,4,11,2113,2254,73.2,92.1,.391,.454,.505,43.6,55.8,12.4,7.7,.460,18.5,22.8,.277
Nebraska,32,19,13,.594,10.54,4.67,7,9,17,2,1,8,2124,1936,64.7,102.1,.352,.311,.543,52.7,53.7,10.0,11.4,.510,18.0,30.0,.247
Nevada-Las Vegas,33,24,9,.727,14.67,6.00,11,5,11,4,8,3,2363,2077,67.3,106.0,.391,.304,.543,51.0,60.5,12.0,10.7,.509,16.0,33.1,.270
Nevada,32,13,19,.406,0.34,1.88,8,8,9,5,3,10,2245,2279,68.6,101.4,.433,.340,.523,51.0,47.3,7.0,9.2,.481,17.6,33.9,.297
New Hampshire,30,12,18,.400,-10.07,-6.32,6,10,7,5,4,12,1749,1826,62.2,92.5,.341,.404,.462,49.2,47.9,7.1,8.5,.433,16.0,31.8,.209
New Mexico State,33,16,17,.485,2.11,2.66,9,7,12,5,3,9,2364,2316,69.1,102.1,.494,.311,.538,50.4,51.7,9.3,10.0,.497,18.1,32.9,.334
New Mexico,35,22,13,.629,11.72,4.90,8,8,14,3,6,8,2562,2308,66.7,108.1,.426,.341,.555,54.4,61.0,8.9,9.3,.516,16.9,35.4,.303
Niagara,32,9,23,.281,-11.89,-3.02,5,13,6,7,2,14,1966,2250,68.6,89.6,.396,.355,.464,44.6,50.5,11.7,8.9,.421,17.5,29.7,.262
Nicholls State,28,14,14,.500,-5.72,-4.52,8,8,11,2,3,11,1836,1730,63.5,102.3,.384,.396,.542,47.0,62.3,12.4,3.2,.509,17.5,28.5,.264
NJIT,30,15,15,.500,-13.18,-9.64,9,3,10,5,5,9,2065,2052,68.9,99.1,.333,.352,.514,50.2,52.5,8.6,10.6,.493,16.9,30.1,.206
Norfolk State,32,12,20,.375,-12.20,-7.45,8,8,7,4,3,14,2238,2390,70.1,98.2,.410,.320,.523,49.7,52.7,8.9,14.1,.486,19.4,32.3,.278
North Carolina-Asheville,34,20,14,.588,-0.69,-2.89,11,7,10,5,8,8,2506,2333,70.1,102.9,.415,.264,.537,49.3,55.8,12.7,11.9,.495,17.8,33.2,.295
North Carolina A&T,32,15,17,.469,-12.06,-6.26,9,7,11,2,4,14,2282,2372,69.8,100.1,.432,.349,.524,47.9,49.4,9.1,12.1,.488,18.0,32.2,.287
North Carolina Central,30,15,15,.500,-13.03,-8.03,9,4,6,10,2062,2103,67.7,100.3,.378,.350,.544,48.1,48.9,11.4,8.9,.512,19.7,30.9,.261
North Carolina-Greensboro,31,7,24,.226,-9.95,-0.37,6,12,3,12,3,11,2204,2501,71.4,98.4,.365,.287,.516,48.2,45.3,9.1,6.6,.480,18.2,32.3,.252
North Carolina State,31,15,16,.484,7.02,6.80,5,11,11,5,1,9,2191,2184,67.8,104.2,.360,.233,.515,50.4,55.3,9.1,10.2,.478,15.0,35.5,.250
North Carolina-Wilmington,31,13,18,.419,-3.41,-0.44,7,11,9,6,3,11,1975,2067,61.7,101.3,.287,.364,.528,48.6,49.0,8.7,9.4,.501,18.5,33.6,.198
North Carolina,37,29,8,.784,18.87,10.15,14,2,15,0,7,3,2868,2545,72.6,106.5,.379,.250,.524,54.0,54.9,8.6,13.3,.492,15.3,37.1,.255
North Dakota State,29,14,15,.483,-1.54,-3.50,8,10,10,3,2,11,2188,2062,68.5,108.6,.408,.262,.555,52.6,50.9,8.4,6.4,.521,16.2,35.2,.283
North Dakota,34,19,15,.559,-11.83,-8.70,8,4,11,3,4,11,2319,2327,67.8,98.0,.440,.344,.525,50.3,53.9,8.8,10.2,.485,17.9,27.9,.299
North Florida,34,15,19,.441,-6.25,0.31,10,10,4,7,7,11,2208,2431,67.5,94.8,.425,.354,.528,46.1,53.3,8.6,7.4,.494,21.4,31.3,.281
North Texas,33,22,11,.667,-1.49,-5.07,8,8,14,2,5,8,2516,2358,68.8,110.4,.519,.273,.582,52.1,49.0,6.1,5.6,.531,16.9,31.2,.389
Northeastern,31,11,20,.355,-2.67,1.17,6,12,6,5,3,10,2064,2183,63.0,104.8,.358,.316,.548,46.9,59.4,10.7,6.4,.507,17.1,30.2,.269
Northern Arizona,32,19,13,.594,0.62,-3.72,9,7,13,1,6,12,2299,2078,65.8,108.2,.339,.278,.567,50.5,64.2,9.5,11.5,.545,17.1,31.1,.226
Northern Colorado,32,21,11,.656,1.39,-2.24,13,3,14,0,6,9,2287,2105,66.8,107.0,.434,.385,.555,53.6,50.8,8.9,6.4,.502,18.1,35.3,.334
Northern Illinois,30,9,21,.300,-8.05,-2.26,5,11,6,8,3,13,2055,2199,69.3,98.0,.385,.317,.513,50.6,50.6,8.0,6.3,.472,17.6,31.0,.269
Northern Iowa,34,20,14,.588,4.53,2.04,10,8,13,5,5,8,2167,2046,59.9,106.4,.355,.427,.545,49.0,49.3,8.4,5.5,.501,13.6,25.4,.271
Northwestern State,32,18,14,.563,-8.88,-7.02,10,6,13,3,5,10,2462,2482,74.3,102.0,.491,.326,.532,47.7,51.2,12.1,17.6,.499,19.0,35.9,.313
Northwestern,34,20,14,.588,11.66,7.54,7,11,13,4,5,8,2441,2301,63.5,111.8,.300,.452,.563,47.6,66.6,10.4,9.2,.534,13.4,27.6,.219
Notre Dame,34,27,7,.794,18.17,8.43,14,4,17,0,5,4,2558,2227,64.3,115.3,.451,.386,.575,53.2,66.8,7.0,9.6,.535,14.1,33.4,.327
Oakland,35,25,10,.714,8.28,0.10,17,1,10,1,10,7,2992,2690,72.4,117.6,.390,.359,.591,53.4,54.0,8.5,12.2,.559,15.7,37.2,.281
Ohio State,37,34,3,.919,25.84,8.38,16,2,20,0,9,2,2854,2208,64.1,120.0,.371,.327,.589,53.8,57.7,11.1,9.1,.563,13.4,35.7,.260
Ohio,35,19,16,.543,0.59,-1.01,9,7,11,8,7,6,2604,2548,68.0,105.3,.373,.356,.537,50.2,59.5,11.2,6.7,.498,16.3,33.6,.268
Oklahoma State,34,20,14,.588,8.53,6.94,6,10,14,2,1,10,2318,2264,66.1,101.7,.451,.267,.526,51.4,42.7,10.0,8.4,.475,17.2,32.9,.327
Oklahoma,32,14,18,.438,3.71,6.42,5,11,12,4,1,10,2111,2199,65.0,100.7,.359,.356,.547,48.0,54.2,8.5,7.7,.508,18.4,27.4,.265
Old Dominion,34,27,7,.794,9.03,1.76,14,4,14,2,7,4,2231,1984,60.7,108.1,.376,.276,.518,58.6,60.4,11.3,13.2,.485,16.4,45.4,.251
Oral Roberts,35,19,16,.543,0.86,-1.17,13,5,9,3,7,10,2615,2544,67.2,110.5,.409,.271,.561,50.7,48.2,8.2,7.5,.524,16.3,34.2,.293
Oregon State,31,11,20,.355,1.51,5.03,5,13,9,7,1,12,2147,2256,70.0,98.9,.436,.305,.515,49.8,50.7,13.5,6.8,.473,18.5,34.1,.297
Oregon,39,21,18,.538,6.92,6.92,7,11,16,8,3,8,2737,2704,68.3,102.3,.308,.352,.522,48.5,56.1,12.0,7.8,.485,15.4,30.7,.227
Pacific,31,16,15,.516,0.75,-0.88,8,8,8,5,6,9,2038,1945,61.5,106.1,.347,.413,.545,51.7,61.8,7.3,5.8,.512,16.0,30.9,.244
Penn State,34,19,15,.559,11.98,11.45,9,9,13,5,3,8,2144,2126,59.8,105.5,.311,.365,.534,51.0,53.8,7.4,7.4,.501,15.1,32.2,.225
Pennsylvania,28,13,15,.464,-2.99,-1.64,7,7,7,5,5,10,1868,1906,63.7,102.0,.378,.354,.559,48.7,58.7,9.3,6.9,.520,18.8,26.2,.279
Pepperdine,33,12,21,.364,-3.91,1.43,5,9,7,7,2,13,2289,2442,67.5,101.9,.404,.292,.518,51.5,52.9,8.6,8.3,.472,16.6,34.2,.290
Pittsburgh,34,28,6,.824,20.82,7.85,15,3,17,1,7,2,2514,2073,63.3,116.3,.431,.274,.559,57.8,67.2,7.4,9.0,.529,15.0,42.9,.289
Portland State,30,14,16,.467,-7.74,-4.47,5,11,10,5,2,11,2169,2230,68.9,104.9,.380,.354,.541,47.5,52.3,8.8,5.7,.501,15.7,29.7,.276
Portland,32,20,12,.625,4.70,2.20,7,7,13,2,7,7,2272,2192,64.8,108.7,.330,.337,.562,52.6,55.9,8.2,9.1,.527,17.0,34.2,.245
Prairie View,32,10,22,.313,-19.63,-8.77,7,11,8,3,1,16,2011,2242,69.3,89.7,.310,.349,.456,48.6,49.9,9.5,9.9,.434,17.8,32.7,.179
Presbyterian,31,13,18,.419,-7.72,-2.85,7,11,6,5,6,12,1915,2066,61.3,99.2,.305,.365,.547,47.4,54.1,6.5,4.7,.515,19.6,26.8,.222
Princeton,32,25,7,.781,3.71,-1.61,13,2,12,0,10,5,2215,2017,63.4,107.0,.359,.313,.558,53.1,54.2,9.2,10.7,.522,16.4,31.5,.263
Providence,32,15,17,.469,6.91,6.44,4,14,14,5,0,10,2426,2411,72.0,104.8,.376,.334,.512,50.5,46.7,10.8,10.0,.477,14.7,37.2,.251
Purdue,34,26,8,.765,19.36,8.69,14,4,16,0,7,5,2466,2103,66.0,109.5,.344,.330,.542,51.4,61.5,9.4,10.5,.507,13.5,32.4,.246
Quinnipiac,32,22,10,.688,-2.08,-6.39,13,5,12,6,9,4,2295,2157,68.7,104.3,.352,.257,.497,56.1,58.8,7.3,9.6,.472,14.8,40.6,.215
Radford,29,5,24,.172,-16.76,-2.52,2,16,5,8,0,16,1734,2065,68.1,87.0,.413,.289,.465,47.8,49.2,11.5,8.8,.426,20.3,32.0,.259
Rhode Island,34,20,14,.588,3.34,1.90,9,7,12,4,6,8,2316,2267,66.9,101.5,.304,.368,.516,48.9,50.1,9.8,10.7,.484,15.6,31.3,.213
Rice,32,14,18,.438,1.67,2.67,5,11,9,7,3,8,2148,2149,64.5,102.9,.432,.302,.525,51.8,56.7,10.4,7.9,.477,16.1,32.5,.313
Richmond,37,29,8,.784,11.23,2.79,13,3,12,3,10,3,2577,2265,63.2,109.5,.323,.366,.557,48.5,59.4,9.3,10.8,.531,14.2,28.6,.222
Rider,34,23,11,.676,1.62,-2.67,13,5,9,5,11,5,2486,2340,68.6,105.8,.350,.351,.556,49.2,53.8,8.7,11.0,.535,17.3,30.4,.227
Robert Morris,32,18,14,.563,-0.80,-2.61,12,6,11,2,7,12,2153,2095,65.6,101.4,.354,.336,.514,50.4,58.0,11.4,6.6,.480,16.8,34.4,.242
Rutgers,32,15,17,.469,7.88,7.22,5,13,10,6,3,10,2122,2101,64.4,101.8,.317,.286,.519,49.2,55.4,12.1,14.5,.490,16.0,32.0,.214
Sacramento State,28,7,21,.250,-14.01,-4.05,4,12,6,7,1,13,1729,1948,64.6,93.9,.385,.343,.494,50.7,58.0,9.3,9.5,.453,19.1,33.4,.262
Sacred Heart,29,11,18,.379,-9.40,-6.12,6,12,5,7,6,10,1922,2017,67.1,97.9,.376,.305,.521,49.6,51.2,11.4,9.0,.482,19.6,33.1,.264
Saint Francis (PA),30,9,21,.300,-11.50,-3.84,7,11,7,5,2,16,1957,2187,67.3,96.5,.363,.322,.526,47.8,58.8,8.3,8.2,.484,19.9,29.6,.264
Saint Joseph's,33,11,22,.333,-1.75,3.46,4,12,5,9,4,12,2129,2301,63.9,100.2,.340,.352,.510,46.9,55.3,7.9,14.5,.473,14.8,28.5,.241
Saint Louis,31,12,19,.387,2.83,3.06,6,10,9,7,1,10,1953,1933,64.8,97.3,.328,.318,.516,48.8,58.9,9.9,8.9,.488,17.9,28.5,.216
Saint Mary's (CA),34,25,9,.735,13.04,1.95,11,3,15,3,6,4,2684,2253,67.1,117.2,.338,.382,.593,53.1,59.3,10.6,8.2,.559,14.4,33.4,.257
Saint Peter's,34,20,14,.588,-0.28,-1.08,11,7,8,3,8,8,2069,2042,65.5,92.5,.389,.322,.490,49.3,53.7,11.8,12.4,.455,19.5,32.1,.250
Sam Houston State,31,18,13,.581,-2.38,-3.90,10,6,9,5,7,6,2161,2049,68.6,101.2,.380,.357,.524,53.1,70.0,11.5,6.1,.493,17.8,34.4,.251
Samford,31,12,19,.387,-11.39,-4.22,4,14,6,8,5,9,1880,2072,62.2,96.7,.355,.530,.549,42.8,65.2,9.4,4.9,.522,19.6,20.4,.240
San Diego State,37,34,3,.919,17.96,6.36,14,2,14,1,11,1,2660,2192,63.7,112.0,.305,.298,.543,54.9,50.4,9.6,12.0,.515,14.1,38.2,.213
San Diego,30,6,24,.200,-8.60,3.18,2,12,5,9,0,12,1826,2114,65.6,92.4,.369,.324,.511,44.7,52.7,7.8,7.6,.476,19.8,25.5,.251
San Francisco,34,19,15,.559,1.78,3.06,10,4,13,4,5,8,2384,2401,68.6,100.8,.385,.357,.533,52.3,51.9,7.7,6.4,.498,18.1,30.9,.265
San Jose State,33,17,16,.515,-1.54,-0.08,5,11,9,6,6,9,2391,2405,68.1,103.2,.377,.278,.507,51.0,50.2,7.7,6.6,.456,13.3,32.7,.284
Santa Clara,38,24,14,.632,3.06,1.25,8,6,15,5,8,6,2810,2690,68.2,107.3,.469,.368,.544,53.2,53.6,10.5,8.4,.495,17.1,37.1,.340
Savannah State,30,12,18,.400,-9.06,-2.44,6,4,4,14,1818,1808,64.8,92.4,.360,.342,.497,49.3,49.4,11.0,9.3,.463,19.7,30.8,.238
Seattle,31,11,20,.355,-9.26,-2.36,6,6,4,13,2138,2352,74.6,92.4,.358,.305,.482,50.2,47.2,11.2,5.2,.446,19.6,35.7,.236
Seton Hall,31,13,18,.419,11.03,9.33,7,11,8,7,4,7,2092,2039,68.5,97.7,.313,.332,.495,48.7,55.6,10.6,9.0,.464,15.3,30.1,.211
Siena,31,13,18,.419,-3.83,-1.71,8,10,8,7,4,10,2103,2169,68.2,98.3,.335,.260,.493,52.1,49.6,9.6,9.5,.457,17.2,37.1,.228
South Alabama,28,12,16,.429,-9.80,-4.34,6,10,8,6,4,9,1969,2041,69.1,100.8,.412,.294,.509,50.1,49.9,10.0,12.3,.472,17.0,35.7,.274
South Carolina State,32,10,22,.313,-16.71,-8.57,5,11,8,6,1,13,2119,2276,68.1,96.5,.344,.314,.511,50.9,50.4,8.8,10.3,.479,20.6,36.1,.232
South Carolina Upstate,30,5,25,.167,-12.44,-0.94,4,16,3,8,2,14,1746,2091,64.6,89.0,.280,.438,.459,47.8,54.6,8.9,10.2,.436,18.8,32.7,.168
South Carolina,30,14,16,.467,4.17,5.60,5,11,11,6,3,9,2027,2070,68.1,97.5,.272,.353,.478,50.1,44.1,10.0,15.8,.450,15.9,36.7,.180
South Dakota State,31,19,12,.613,3.10,-4.04,10,8,10,5,8,6,2533,2285,69.3,118.0,.353,.353,.570,50.4,53.3,8.8,6.4,.538,12.2,33.6,.257
South Dakota,33,18,15,.545,-9.72,-10.48,7,5,13,2,3,11,2632,2507,73.4,107.0,.365,.350,.544,49.7,51.9,9.0,6.3,.516,14.7,29.6,.243
South Florida,33,10,23,.303,4.28,8.89,3,15,7,9,1,12,2044,2196,62.8,97.1,.381,.306,.506,52.0,57.2,7.7,9.6,.462,19.7,36.6,.271
Southeast Missouri State,32,10,22,.313,-12.27,-5.40,6,12,5,8,4,13,2117,2281,67.5,97.2,.473,.285,.515,49.8,53.2,6.7,9.4,.484,18.4,31.0,.293
Southeastern Louisiana,29,15,14,.517,-8.93,-5.40,9,7,9,2,5,10,2031,2003,67.4,103.5,.378,.327,.533,49.4,58.9,9.2,9.9,.493,17.0,32.6,.273
Southern California,34,19,15,.559,11.52,7.97,10,8,12,4,5,8,2252,2131,64.3,102.6,.354,.315,.526,50.7,49.4,9.1,8.4,.499,15.4,29.9,.230
SIU Edwardsville,29,8,21,.276,-22.39,-3.67,6,8,0,13,1879,2248,70.2,90.8,.326,.372,.514,44.4,57.8,8.1,6.6,.484,21.1,24.6,.218
Southern Illinois,32,13,19,.406,-2.46,1.48,5,13,8,8,3,9,1953,2079,63.7,95.0,.384,.271,.510,51.0,52.8,8.7,7.1,.471,19.2,30.4,.266
Southern Methodist,35,20,15,.571,1.04,-0.39,8,8,15,7,5,7,2262,2147,61.2,104.5,.337,.430,.597,47.3,61.9,10.0,9.1,.567,20.5,24.2,.250
Southern Mississippi,32,22,10,.688,8.41,1.90,9,7,13,2,6,6,2371,2093,66.1,111.7,.413,.257,.544,55.3,46.1,8.4,10.5,.500,14.8,39.7,.301
Southern Utah,30,11,19,.367,-7.80,-3.44,7,11,6,8,4,8,2077,2192,68.2,101.5,.455,.181,.543,52.1,57.5,7.9,12.5,.499,20.0,36.4,.323
Southern,30,4,26,.133,-25.62,-9.47,3,15,3,11,1,13,1701,2162,67.4,83.4,.344,.324,.458,44.9,57.4,8.1,8.5,.430,21.1,28.6,.205
St. Bonaventure,31,16,15,.516,1.31,1.73,8,8,10,5,6,9,2156,2169,64.9,103.0,.438,.295,.547,52.1,53.5,7.4,8.7,.508,18.9,33.7,.306
St. Francis (NY),30,15,15,.500,-5.45,-5.85,10,8,10,3,5,10,2002,1990,67.7,98.6,.401,.399,.499,47.0,51.9,11.5,6.5,.461,16.6,32.2,.265
St. John's (NY),33,21,12,.636,13.10,10.01,12,6,12,3,5,7,2313,2211,66.5,105.1,.442,.241,.539,49.5,51.7,12.1,9.2,.495,16.0,32.5,.314
Stanford,31,15,16,.484,6.40,5.17,7,11,11,5,3,8,2058,2020,65.9,100.4,.377,.332,.521,51.2,49.9,7.3,9.7,.490,17.4,32.7,.248
Stephen F. Austin,29,18,11,.621,-3.29,-7.73,9,7,13,3,5,7,1926,1643,63.2,104.1,.368,.234,.534,55.8,60.3,10.8,4.1,.494,18.3,38.7,.266
Stetson,31,8,23,.258,-10.73,-2.86,6,14,5,8,3,12,1986,2228,66.5,94.8,.413,.336,.506,48.7,42.1,11.2,8.8,.477,20.3,34.2,.256
Stony Brook,32,15,17,.469,-6.85,-6.20,8,8,7,7,6,10,1951,1934,62.9,94.7,.318,.360,.477,49.8,44.9,8.3,8.5,.444,16.2,31.2,.209
Syracuse,35,27,8,.771,18.85,8.79,12,6,16,3,6,3,2568,2216,66.0,110.3,.360,.317,.553,52.5,60.5,13.1,18.9,.528,15.7,36.7,.239
Temple,34,26,8,.765,12.35,4.23,14,2,14,0,7,4,2400,2124,65.5,106.6,.338,.300,.532,51.8,58.9,10.3,11.3,.500,14.0,32.1,.236
Tennessee-Martin,33,12,21,.364,-12.77,-5.00,6,12,7,7,4,13,2264,2454,69.8,97.2,.389,.302,.520,47.6,46.6,9.5,6.4,.472,18.8,30.8,.288
Tennessee State,30,14,16,.467,-7.12,-4.73,10,8,11,2,3,13,2044,2040,66.0,102.0,.394,.369,.542,49.7,55.2,9.8,9.4,.494,19.3,33.9,.300
Tennessee Tech,33,20,13,.606,-5.64,-5.77,12,6,10,5,7,7,2462,2307,71.5,103.1,.429,.235,.549,53.5,51.9,11.7,5.9,.519,19.3,35.2,.284
Tennessee,34,19,15,.559,11.08,8.73,8,8,10,8,5,4,2376,2296,67.1,103.3,.397,.300,.515,52.6,52.9,10.9,10.6,.476,16.4,37.8,.272
Texas A&M-Corpus Christi,31,10,21,.323,-12.31,-2.09,5,11,6,7,2,12,1943,2194,66.4,93.6,.422,.308,.511,50.8,51.2,9.6,9.3,.478,22.1,34.7,.272
Texas A&M,33,24,9,.727,12.62,5.94,10,6,15,2,5,4,2254,2009,63.1,106.6,.465,.311,.537,54.7,58.6,10.2,4.5,.494,16.9,38.2,.324
Texas-Arlington,29,13,16,.448,-7.59,-5.47,7,9,9,4,4,12,2055,1993,70.6,99.1,.368,.376,.541,50.3,50.8,9.6,7.9,.506,21.2,32.9,.259
Texas Christian,33,11,22,.333,0.96,3.93,1,15,8,8,1,11,2220,2318,67.7,98.9,.287,.325,.519,48.8,57.7,9.3,6.3,.493,16.3,27.3,.193
Texas-El Paso,35,25,10,.714,8.83,2.47,11,5,17,2,5,6,2470,2225,67.6,103.3,.408,.290,.549,48.3,61.3,9.9,10.7,.518,16.3,25.0,.273
Texas-Rio Grande Valley,31,6,25,.194,-16.55,-6.41,2,10,5,9,0,14,2114,2357,69.0,98.5,.433,.386,.535,47.7,54.7,8.3,4.9,.498,19.4,29.0,.294
Texas-San Antonio,34,20,14,.588,-5.80,-4.93,9,7,11,3,5,10,2384,2363,68.8,102.0,.414,.356,.532,48.9,53.6,10.3,6.5,.491,17.1,30.4,.292
Texas Southern,32,19,13,.594,-10.14,-9.02,16,2,9,1,8,11,2056,2092,67.7,93.8,.477,.379,.517,49.3,56.7,11.8,10.0,.483,20.9,30.6,.301
Texas State,32,16,16,.500,-7.65,-5.89,10,6,11,3,3,9,2506,2510,76.0,102.3,.454,.300,.534,49.9,50.8,10.1,8.1,.497,17.2,32.6,.305
Texas Tech,32,13,19,.406,4.02,6.18,5,11,11,7,2,9,2342,2411,70.4,103.2,.381,.265,.535,48.5,51.7,8.4,10.1,.493,16.8,32.4,.278
Texas,36,28,8,.778,20.82,7.96,13,3,16,2,7,3,2701,2238,67.8,109.9,.431,.255,.534,54.3,50.8,8.4,11.7,.502,14.4,38.2,.282
