School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Louisville,40,30,10,.750,16.19,9.02,10,8,16,4,6,5,2727,2440,67.0,100.5,.362,.321,.510,49.7,55.2,13.0,12.8,.473,17.4,35.7,.249
Loyola (IL),30,7,23,.233,-8.43,-1.77,1,17,4,9,3,14,1717,1887,60.5,93.5,.372,.260,.502,47.4,60.1,7.4,4.2,.462,20.2,32.4,.259
Loyola Marymount,34,21,13,.618,2.20,1.17,11,5,12,8,9,4,2402,2301,67.9,102.5,.372,.330,.527,47.5,49.0,10.8,8.1,.483,16.9,32.9,.274
Loyola (MD),33,24,9,.727,0.37,-2.72,13,5,10,2,11,6,2222,2120,65.3,103.1,.429,.273,.520,49.6,52.1,11.8,11.7,.472,17.2,38.1,.309
Maine,29,12,17,.414,-8.57,-6.54,6,10,7,6,5,10,1989,1982,66.8,101.3,.258,.305,.522,46.0,54.4,9.1,10.6,.492,16.6,30.9,.189
Manhattan,34,21,13,.618,1.46,-4.13,12,6,9,4,10,8,2420,2230,68.3,103.5,.402,.362,.545,50.0,61.1,11.5,14.3,.502,19.8,36.4,.293
Marist,32,14,18,.438,-8.20,-3.29,7,11,10,4,2,12,2176,2333,68.8,98.1,.424,.328,.523,46.0,53.4,8.4,10.3,.475,18.8,31.1,.306
Marquette,35,27,8,.771,16.92,7.50,14,4,15,1,6,5,2638,2308,70.7,106.6,.409,.293,.543,47.4,63.1,12.3,8.8,.501,16.0,33.9,.295
Marshall,35,21,14,.600,7.00,4.94,9,7,13,3,5,9,2472,2383,65.7,105.7,.380,.316,.510,52.6,49.6,9.1,9.6,.486,15.9,41.0,.233
Maryland-Baltimore County,30,4,26,.133,-19.85,-6.02,3,13,1,11,3,14,1897,2312,68.9,90.7,.322,.292,.469,44.9,45.0,8.4,4.9,.435,17.8,31.7,.213
Maryland-Eastern Shore,30,7,23,.233,-16.79,-4.72,4,12,5,6,2,14,1785,2109,68.0,86.8,.317,.327,.458,48.0,49.2,8.7,8.2,.425,21.1,35.6,.202
Maryland,32,17,15,.531,3.95,5.98,6,10,13,4,1,7,2198,2263,66.9,101.4,.465,.292,.515,49.3,45.6,6.3,10.7,.475,16.6,34.3,.309
Massachusetts,37,25,12,.676,7.49,2.97,9,7,15,1,7,7,2847,2680,73.9,102.8,.334,.352,.525,47.3,55.6,11.8,12.0,.496,16.8,34.5,.225
McNeese State,33,17,16,.515,-6.26,-3.76,10,6,9,4,6,11,2207,2185,66.5,100.3,.331,.283,.501,48.9,43.4,10.1,9.9,.468,15.4,33.9,.224
Memphis,35,26,9,.743,16.86,5.26,13,3,18,2,7,4,2614,2208,67.1,110.1,.413,.269,.575,48.7,54.1,11.7,14.6,.540,16.3,31.3,.296
Mercer,38,27,11,.711,3.75,-1.44,13,5,15,3,12,8,2589,2388,65.4,103.5,.373,.371,.559,48.7,57.7,10.4,13.6,.524,19.6,33.5,.268
Miami (FL),33,20,13,.606,10.75,6.17,9,7,14,4,4,8,2332,2181,65.0,106.2,.333,.378,.533,47.5,48.2,9.6,9.8,.497,14.9,32.5,.240
Miami (OH),30,9,21,.300,-2.07,1.93,5,11,7,7,2,13,1821,1927,60.9,98.9,.315,.421,.538,46.0,54.9,9.0,6.8,.509,19.4,27.6,.219
Michigan State,37,29,8,.784,21.32,9.82,13,5,17,1,7,4,2651,2195,65.1,109.7,.377,.276,.559,54.1,59.0,11.0,12.4,.527,16.7,36.1,.264
Michigan,34,24,10,.706,13.19,8.98,13,5,15,1,5,6,2255,2090,61.2,107.2,.283,.443,.559,47.3,53.3,8.0,6.1,.532,15.5,28.0,.204
Middle Tennessee,34,27,7,.794,8.69,-0.13,14,2,15,2,11,4,2459,2128,66.5,107.9,.470,.250,.564,49.8,59.5,10.4,12.0,.541,17.8,35.0,.299
Milwaukee,34,20,14,.588,0.53,0.06,11,7,13,3,7,10,2183,2126,65.1,98.3,.386,.426,.515,47.8,57.0,9.4,6.7,.491,18.1,31.9,.236
Minnesota,38,23,15,.605,10.70,7.89,6,12,13,6,6,6,2569,2462,63.3,104.4,.389,.289,.548,50.0,62.6,10.9,14.1,.514,19.2,36.4,.271
Mississippi State,33,21,12,.636,9.13,4.86,8,8,15,4,3,6,2377,2236,65.4,107.6,.327,.347,.547,50.1,51.6,9.0,8.5,.516,15.4,31.6,.232
Mississippi Valley State,34,21,13,.618,-8.03,-7.65,17,1,9,0,8,11,2332,2345,70.0,96.9,.350,.384,.494,47.4,55.5,12.5,7.0,.463,17.8,33.9,.225
Mississippi,34,20,14,.588,6.53,5.80,8,8,12,3,4,8,2275,2250,66.3,98.4,.425,.248,.499,49.7,46.3,9.7,14.4,.472,17.5,35.8,.256
Missouri-Kansas City,31,10,21,.323,-8.82,-1.75,4,14,6,8,2,13,1998,2204,64.5,99.2,.305,.419,.538,42.2,54.4,9.4,6.2,.510,18.2,26.0,.212
Missouri State,32,16,16,.500,6.15,3.92,9,9,8,7,8,6,2110,2015,63.2,102.3,.290,.309,.521,48.8,55.9,7.2,6.1,.488,14.3,27.7,.209
Missouri,35,30,5,.857,19.77,5.68,14,4,16,1,7,3,2814,2321,66.4,120.7,.375,.379,.614,48.0,57.7,12.2,7.2,.580,13.5,30.4,.287
Monmouth,32,12,20,.375,-11.93,-3.18,10,8,7,5,5,12,2140,2420,69.6,95.4,.325,.314,.500,40.7,56.8,11.3,4.6,.471,17.3,29.6,.211
Montana State,29,12,17,.414,-10.29,-4.62,7,9,7,6,5,11,2030,2088,68.2,101.7,.358,.339,.520,46.8,53.3,9.7,10.7,.484,16.9,31.9,.248
Montana,32,25,7,.781,4.55,-3.39,15,1,16,2,9,4,2239,1985,66.1,105.4,.398,.310,.557,47.0,55.8,10.8,9.7,.520,16.6,28.3,.285
Morehead State,33,18,15,.545,-4.99,-3.83,10,6,9,4,6,9,2070,2018,62.0,101.3,.375,.370,.542,49.7,56.2,13.8,4.8,.499,20.5,36.4,.279
Morgan State,29,9,20,.310,-8.41,-5.54,6,10,4,7,5,10,1934,2017,67.5,97.9,.410,.300,.514,46.5,50.4,9.7,11.8,.476,19.4,34.9,.278
Mount St. Mary's,29,8,21,.276,-11.72,-4.90,6,12,4,9,4,12,1748,1946,64.4,92.4,.300,.329,.502,47.5,51.3,9.4,9.5,.476,21.6,34.7,.193
Murray State,33,31,2,.939,8.74,-2.60,15,1,13,1,13,0,2412,2001,66.1,109.8,.439,.349,.576,49.2,51.5,12.6,11.0,.537,18.0,34.9,.318
Navy,29,3,26,.103,-14.60,-4.74,0,14,2,11,1,15,1678,1920,61.9,92.1,.333,.382,.495,46.2,55.7,12.0,6.2,.459,20.0,31.3,.227
Nebraska,30,12,18,.400,3.52,8.25,4,14,9,8,3,9,1827,1969,62.1,97.2,.287,.394,.528,46.6,58.7,10.5,8.3,.490,18.7,27.5,.220
Nevada-Las Vegas,35,26,9,.743,13.55,4.37,9,5,17,0,5,7,2671,2307,69.3,108.2,.356,.387,.554,50.2,65.4,12.1,12.5,.527,16.2,32.8,.241
Nevada,35,28,7,.800,4.54,-0.37,13,1,16,2,10,3,2461,2277,65.7,105.5,.445,.343,.543,50.3,53.4,8.4,12.7,.513,17.5,34.9,.289
New Hampshire,29,13,16,.448,-10.09,-7.66,7,9,9,6,4,9,1774,1821,65.0,94.1,.342,.399,.493,46.1,46.0,8.1,6.2,.469,17.4,28.7,.208
New Mexico State,36,26,10,.722,8.73,0.08,10,4,14,3,7,5,2812,2459,70.7,110.1,.517,.247,.552,54.6,51.3,9.5,10.8,.515,17.3,41.1,.346
New Mexico,35,28,7,.800,15.60,3.34,10,4,14,2,7,3,2545,2076,66.3,109.3,.394,.368,.565,52.7,65.4,10.3,9.6,.531,17.2,34.7,.279
Niagara,33,14,19,.424,-6.67,-2.86,8,10,7,7,5,10,2322,2448,68.4,102.1,.370,.393,.509,44.3,50.1,12.0,8.9,.469,15.6,33.6,.259
Nicholls State,30,10,20,.333,-18.55,-3.94,6,10,5,6,3,12,1989,2338,68.7,96.1,.371,.387,.523,41.3,52.6,7.8,4.9,.491,19.2,27.3,.249
NJIT,32,15,17,.469,-12.09,-8.27,5,5,11,4,2,12,2236,2175,67.8,101.5,.309,.393,.524,47.0,52.5,10.5,8.8,.492,15.9,29.6,.217
Norfolk State,36,26,10,.722,-3.68,-5.39,13,3,10,4,10,4,2482,2416,68.4,99.8,.419,.321,.523,48.9,49.5,9.6,12.3,.490,18.5,34.2,.275
North Carolina-Asheville,34,24,10,.706,3.06,-2.72,16,2,15,2,8,5,2745,2426,70.5,114.0,.468,.330,.589,49.1,61.5,11.8,6.9,.541,16.4,34.4,.358
North Carolina A&T,32,12,20,.375,-12.34,-5.89,7,9,8,5,4,13,2236,2326,71.3,96.9,.377,.360,.512,44.5,52.6,10.2,9.9,.481,18.7,31.2,.246
North Carolina Central,32,17,15,.531,-6.12,-6.98,10,6,8,3,6,11,2263,2020,67.8,104.3,.454,.328,.566,47.4,58.3,12.1,10.9,.528,19.6,31.4,.321
North Carolina-Greensboro,32,13,19,.406,-9.67,-1.96,10,8,7,5,4,13,2231,2457,71.6,96.7,.318,.335,.494,46.3,46.9,10.4,7.4,.460,17.7,35.2,.218
North Carolina State,37,24,13,.649,12.10,6.80,9,7,13,6,5,4,2697,2501,67.7,107.3,.363,.261,.539,51.0,59.1,9.9,10.5,.504,15.8,35.8,.255
North Carolina-Wilmington,31,10,21,.323,-5.50,0.18,5,13,5,8,4,12,2013,2189,66.7,97.3,.333,.305,.499,48.7,51.2,8.4,10.1,.465,17.5,33.5,.226
North Carolina,38,32,6,.842,21.34,7.07,14,2,17,1,8,2,3091,2549,72.8,111.3,.373,.235,.531,54.8,58.1,9.3,14.0,.498,13.3,39.1,.254
North Dakota State,31,17,14,.548,0.01,-2.50,9,9,10,4,5,9,2267,2119,66.4,109.2,.385,.322,.581,49.0,52.3,9.2,9.1,.549,16.4,27.6,.278
North Dakota,32,17,15,.531,-8.76,-6.33,6,4,13,1,2,14,2153,2141,68.2,98.2,.394,.354,.527,47.7,52.6,9.4,11.6,.501,18.5,28.4,.249
North Florida,32,16,16,.500,-3.44,-0.05,10,8,11,3,5,12,2168,2266,67.1,99.4,.375,.326,.535,47.9,49.8,8.5,7.8,.516,19.6,33.2,.228
North Texas,32,18,14,.563,-0.39,-2.56,9,7,10,4,5,8,2250,2080,68.7,100.3,.339,.263,.514,50.7,47.1,8.9,10.5,.476,17.5,34.3,.241
Northeastern,31,14,17,.452,-3.27,-0.40,9,9,7,5,6,11,1941,2030,64.3,96.6,.379,.307,.521,47.1,54.6,12.2,10.7,.482,20.6,34.1,.266
Northern Arizona,29,5,24,.172,-16.72,-3.53,1,15,4,9,1,12,1804,2068,66.1,93.7,.290,.297,.489,46.3,61.6,9.9,5.8,.456,18.9,32.9,.201
Northern Colorado,28,9,19,.321,-6.23,-2.19,5,11,5,9,2,10,2026,2112,67.0,106.1,.422,.308,.580,51.0,49.9,8.1,7.5,.549,20.7,34.2,.295
Northern Illinois,31,5,26,.161,-15.62,-1.79,3,13,4,11,1,14,1716,2096,63.1,87.8,.319,.365,.465,49.3,51.2,8.0,7.9,.429,21.2,35.3,.214
Northern Iowa,34,20,14,.588,6.99,4.74,9,9,13,3,5,10,2216,2106,62.9,103.6,.345,.394,.543,47.5,50.9,9.5,5.4,.507,15.3,24.6,.252
Northwestern State,32,16,16,.500,-6.29,-4.15,8,8,11,3,5,11,2259,2239,71.0,98.3,.431,.337,.506,45.3,52.1,12.2,14.8,.478,17.4,33.1,.263
Northwestern,33,19,14,.576,8.87,7.84,8,10,12,5,4,8,2286,2252,62.8,109.1,.338,.440,.562,41.7,64.8,10.5,10.5,.535,14.1,26.3,.233
Notre Dame,34,22,12,.647,11.18,6.47,13,5,16,1,5,5,2257,2097,61.6,106.3,.374,.369,.532,47.4,63.6,8.3,8.3,.495,13.9,30.5,.263
Oakland,36,20,16,.556,0.29,-0.54,11,7,12,5,8,9,2875,2831,70.1,112.8,.417,.425,.570,47.4,50.3,9.1,5.4,.530,14.6,31.4,.307
Ohio State,39,31,8,.795,23.95,9.07,13,5,17,2,7,4,2913,2333,66.9,111.6,.381,.269,.556,53.7,53.7,10.8,9.3,.521,14.6,34.9,.270
Ohio,37,29,8,.784,7.17,0.17,11,5,16,1,8,6,2597,2311,66.8,104.4,.355,.384,.527,46.7,54.2,14.0,8.5,.494,16.3,33.9,.245
Oklahoma State,33,15,18,.455,7.02,8.95,7,11,11,4,2,8,2209,2249,66.3,99.9,.390,.360,.531,43.8,50.4,9.7,10.8,.485,16.0,24.0,.288
Oklahoma,31,15,16,.484,7.28,6.67,5,13,11,5,1,8,2142,2123,67.2,102.4,.311,.219,.511,50.3,54.3,9.3,9.0,.473,15.9,36.2,.226
Old Dominion,36,22,14,.611,4.08,0.36,13,5,12,7,8,4,2368,2234,65.1,99.0,.368,.311,.484,52.1,54.0,13.2,13.8,.455,16.8,39.8,.227
Oral Roberts,34,27,7,.794,5.24,-1.50,17,1,15,1,10,4,2467,2238,64.1,111.9,.418,.284,.576,50.4,53.1,10.1,7.3,.535,16.9,35.0,.312
Oregon State,36,21,15,.583,8.84,3.38,7,11,14,6,4,7,2841,2617,70.9,109.1,.445,.294,.560,48.2,57.0,12.6,11.6,.528,16.7,33.8,.301
Oregon,34,24,10,.706,10.19,4.72,13,5,17,3,7,5,2527,2341,67.9,109.5,.385,.349,.567,49.1,54.9,8.8,8.8,.534,16.4,33.1,.273
Pacific,30,11,19,.367,-8.04,-2.61,6,10,8,7,3,11,1888,2022,63.2,98.7,.365,.392,.506,44.5,58.4,8.1,5.8,.468,16.2,29.8,.251
Penn State,32,12,20,.375,3.72,7.75,4,14,10,7,1,10,1977,2106,63.6,97.1,.318,.366,.485,49.3,49.5,10.7,8.9,.449,16.1,34.4,.218
Pennsylvania,33,20,13,.606,1.12,-0.10,11,3,12,7,8,5,2146,2106,63.2,101.7,.296,.368,.543,44.7,58.3,11.4,7.6,.512,17.3,27.0,.216
Pepperdine,29,10,19,.345,-7.40,-0.23,4,12,6,7,4,10,1719,1911,62.9,93.9,.368,.298,.480,49.4,59.4,7.4,8.5,.443,18.0,34.1,.242
Pittsburgh,39,22,17,.564,9.43,5.89,5,13,15,7,5,9,2692,2554,62.6,109.9,.319,.327,.540,52.6,60.4,7.5,7.4,.510,16.6,41.0,.223
Portland State,32,17,15,.531,-4.04,-4.07,10,6,10,3,5,11,2438,2345,68.6,110.6,.435,.303,.577,49.8,43.7,7.7,6.8,.536,16.9,33.0,.320
Portland,31,7,24,.226,-7.88,3.82,3,13,3,9,1,14,2018,2357,68.2,95.0,.338,.300,.514,47.2,50.9,6.8,7.3,.475,19.8,31.6,.242
Prairie View,32,14,18,.438,-16.87,-10.29,10,8,8,3,4,11,2016,2101,71.2,88.5,.327,.277,.454,48.3,45.8,11.0,8.8,.436,18.8,34.3,.177
Presbyterian,29,14,15,.483,-6.76,-4.65,8,10,7,8,7,7,1889,1918,62.0,104.6,.395,.346,.558,47.8,48.9,7.3,4.6,.524,18.1,30.4,.278
Princeton,32,20,12,.625,2.57,-1.00,10,4,10,2,9,9,2141,1999,63.4,104.0,.309,.374,.555,48.3,59.9,9.9,9.6,.532,17.0,26.9,.210
Providence,32,15,17,.469,4.16,4.56,4,14,11,6,4,8,2203,2216,65.8,104.2,.394,.248,.514,48.0,56.3,8.0,13.0,.471,15.4,36.1,.277
Purdue,35,22,13,.629,13.88,8.05,10,8,13,4,5,5,2514,2310,64.6,111.2,.341,.373,.536,46.6,52.9,10.0,8.9,.511,11.5,31.8,.224
Quinnipiac,32,18,14,.563,-2.01,-5.80,10,8,9,4,9,9,2271,2150,67.5,104.3,.382,.218,.495,54.4,47.9,7.8,8.9,.462,15.0,42.3,.244
Radford,32,6,26,.188,-13.14,-3.34,2,16,5,11,1,13,1959,2195,66.8,91.6,.310,.362,.469,44.6,49.2,10.9,6.9,.440,17.6,32.4,.197
Rhode Island,31,7,24,.226,-3.78,3.10,4,12,4,11,2,13,2126,2339,67.9,98.6,.343,.314,.484,50.2,46.0,9.3,10.4,.445,17.0,39.0,.237
Rice,35,19,16,.543,1.42,1.10,8,8,12,6,7,7,2438,2322,69.0,100.6,.400,.298,.533,48.7,59.7,10.6,12.0,.498,17.3,27.8,.273
Richmond,32,16,16,.500,4.71,2.90,7,9,11,4,4,11,2207,2149,64.7,106.2,.394,.413,.549,43.7,54.8,9.3,12.3,.501,15.4,27.9,.301
Rider,32,13,19,.406,-5.40,-2.40,10,8,8,5,5,10,2291,2387,68.8,102.9,.408,.381,.560,45.2,57.5,8.6,10.8,.522,19.1,28.2,.294
Robert Morris,37,26,11,.703,0.67,-4.30,13,5,11,3,14,8,2532,2348,64.8,105.2,.427,.338,.521,51.2,58.4,12.8,8.1,.477,17.4,40.3,.299
Rutgers,32,14,18,.438,5.42,5.76,6,12,11,7,2,8,2095,2106,65.8,98.3,.317,.280,.505,47.2,53.3,12.2,11.7,.471,18.6,36.6,.221
Sacramento State,28,10,18,.357,-9.67,-5.71,5,11,6,9,4,9,1875,1936,65.8,101.8,.386,.305,.539,48.7,58.2,7.1,6.4,.503,18.0,31.0,.270
Sacred Heart,32,14,18,.438,-6.87,-5.56,8,10,7,6,5,11,2277,2319,68.3,102.6,.349,.319,.556,47.8,55.3,9.5,8.6,.519,19.3,31.3,.260
Saint Francis (PA),29,6,23,.207,-13.18,-4.42,5,13,5,8,1,15,1763,2017,64.3,94.6,.349,.282,.532,42.7,55.7,10.1,7.6,.506,21.6,27.9,.228
Saint Joseph's,34,20,14,.588,8.25,4.25,9,7,13,4,5,8,2446,2310,66.2,106.8,.363,.334,.560,48.6,56.3,7.1,17.1,.531,16.5,29.8,.251
Saint Louis,34,26,8,.765,15.15,4.06,12,4,15,1,6,5,2336,1960,63.2,108.3,.360,.366,.550,48.4,56.4,10.9,8.0,.515,15.2,31.6,.259
Saint Mary's (CA),33,27,6,.818,11.26,0.78,14,2,16,1,8,3,2467,2068,64.8,115.0,.385,.394,.576,54.2,60.7,10.6,7.8,.541,15.2,35.9,.281
Saint Peter's,31,5,26,.161,-13.37,-2.44,4,14,3,10,2,13,1799,2138,65.7,88.3,.290,.297,.480,43.3,58.4,11.6,10.4,.453,20.5,30.1,.188
Sam Houston State,32,13,19,.406,-9.09,-3.20,7,9,8,7,5,9,1875,1941,64.5,90.5,.436,.317,.492,49.2,62.1,8.9,6.7,.463,20.5,31.1,.261
Samford,30,11,19,.367,-8.68,-2.96,8,10,7,8,4,10,1984,2092,63.9,102.7,.298,.461,.542,45.0,58.8,8.3,6.5,.521,17.4,29.1,.195
San Diego State,34,26,8,.765,9.04,3.79,10,4,17,2,7,4,2416,2166,66.6,105.1,.369,.304,.540,51.1,48.3,8.2,6.4,.505,16.0,31.5,.259
San Diego,31,13,18,.419,-3.76,0.87,7,9,6,8,4,7,2079,2179,67.3,99.3,.363,.333,.538,44.5,56.6,9.9,8.8,.512,18.0,26.7,.238
San Francisco,34,20,14,.588,1.90,-0.17,8,8,12,5,5,6,2563,2413,69.5,107.8,.384,.351,.558,48.8,51.9,12.0,5.3,.528,16.1,30.4,.264
San Jose State,31,9,22,.290,-7.86,-1.19,1,13,6,8,2,13,2099,2261,65.7,100.6,.324,.387,.503,44.8,58.2,7.2,3.3,.459,14.0,29.9,.241
Santa Clara,30,8,22,.267,-6.79,0.96,0,16,6,9,0,11,2085,2245,67.2,102.6,.332,.375,.514,45.6,53.6,7.4,8.6,.478,14.6,30.6,.235
Savannah State,33,21,12,.636,-3.59,-5.92,14,2,14,1,6,10,2089,1949,65.0,97.1,.384,.327,.493,50.9,56.6,10.7,9.4,.470,18.7,38.5,.226
Seattle,27,12,15,.444,-4.18,-2.76,0,0,9,6,2,9,2065,2025,75.4,101.0,.253,.323,.514,49.9,47.9,11.1,8.8,.488,17.1,34.3,.176
Seton Hall,34,21,13,.618,10.23,5.70,8,10,14,4,4,7,2324,2170,66.0,102.4,.327,.349,.526,49.0,57.1,12.5,8.9,.497,16.3,32.2,.221
Siena,31,14,17,.452,-5.71,-2.94,8,10,10,4,3,10,1975,2061,65.9,96.2,.341,.281,.502,48.7,54.5,8.8,9.1,.467,18.2,33.2,.232
South Alabama,29,17,12,.586,-2.81,-1.98,8,8,9,5,6,6,1935,1947,65.7,100.2,.387,.249,.509,53.0,47.4,7.4,12.8,.467,19.8,42.9,.271
South Carolina State,31,5,26,.161,-20.80,-6.11,0,16,4,9,1,16,2001,2391,69.6,92.0,.351,.273,.469,46.4,45.4,8.8,10.2,.433,18.7,36.3,.228
South Carolina Upstate,34,21,13,.618,-0.16,-1.60,13,5,13,1,7,10,2426,2321,69.1,102.8,.343,.304,.515,51.0,49.5,12.1,11.9,.490,17.9,39.9,.219
South Carolina,31,10,21,.323,2.65,6.27,2,14,9,9,1,9,1903,2015,62.2,98.3,.267,.365,.493,46.0,44.8,11.0,14.7,.462,17.0,36.1,.187
South Dakota State,35,27,8,.771,7.34,-1.87,15,3,14,0,8,7,2689,2329,66.1,114.9,.399,.371,.576,48.9,54.5,10.1,4.9,.540,13.7,31.2,.290
South Dakota,28,10,18,.357,-9.56,-2.88,5,13,7,7,3,11,1982,2101,69.2,101.4,.336,.339,.542,45.1,56.2,9.4,8.7,.511,16.6,25.3,.235
South Florida,36,22,14,.611,9.20,7.29,12,6,14,2,5,8,2134,2037,59.7,98.6,.338,.303,.521,50.5,54.8,9.2,10.8,.485,19.1,34.2,.239
Southeast Missouri State,31,15,16,.484,-6.12,-5.33,9,7,10,4,4,11,2192,2170,65.8,107.1,.343,.284,.547,49.2,56.4,7.6,8.9,.528,16.8,34.0,.216
Southeastern Louisiana,29,12,17,.414,-11.94,-6.44,5,11,11,4,1,13,1738,1795,65.4,90.0,.390,.278,.479,48.8,51.0,9.3,9.1,.453,19.7,32.4,.230
Southern California,32,6,26,.188,-0.51,6.58,1,17,4,13,1,11,1683,1910,60.8,85.8,.268,.283,.450,40.5,47.5,9.4,5.9,.426,15.4,23.7,.164
SIU Edwardsville,27,10,17,.370,-13.30,-5.50,6,10,7,6,3,9,1775,1924,67.9,96.7,.367,.323,.533,45.3,52.7,8.3,5.8,.505,19.9,28.0,.240
Southern Illinois,31,8,23,.258,-3.51,3.12,5,13,6,8,2,11,1944,2144,66.0,94.2,.357,.279,.486,46.8,51.2,11.1,9.6,.454,17.9,32.9,.229
Southern Methodist,32,13,19,.406,-1.26,1.34,4,12,9,5,3,9,1909,1922,60.3,97.4,.358,.473,.530,43.2,59.2,11.3,8.0,.500,18.3,24.9,.241
Southern Mississippi,34,25,9,.735,7.79,3.61,11,5,15,0,7,6,2426,2212,64.5,107.9,.394,.304,.517,50.9,45.7,9.1,8.1,.469,13.8,37.2,.290
Southern Utah,31,14,17,.452,-6.22,-3.18,8,10,7,6,4,10,2038,2106,64.6,100.6,.387,.173,.540,49.3,58.7,8.3,6.7,.499,18.6,32.2,.280
Southern,31,17,14,.548,-16.17,-11.35,13,5,9,2,6,10,1879,1981,66.0,90.7,.378,.287,.496,42.9,51.9,8.8,9.0,.455,18.7,24.4,.259
St. Bonaventure,32,20,12,.625,8.25,2.84,10,6,11,2,6,8,2254,2081,65.0,107.0,.421,.299,.557,51.8,57.7,8.8,11.5,.508,17.8,35.5,.320
St. Francis (NY),30,15,15,.500,-6.02,-6.75,12,6,8,4,7,10,2084,2062,70.1,98.7,.350,.399,.530,48.6,53.9,9.7,6.3,.502,19.8,32.6,.232
St. John's (NY),32,13,19,.406,2.63,6.98,6,12,11,7,2,10,2129,2268,67.3,98.5,.395,.256,.497,44.6,45.6,11.8,10.0,.456,17.5,35.7,.269
Stanford,37,26,11,.703,12.64,3.99,10,8,17,3,5,6,2657,2337,67.6,104.5,.377,.316,.535,50.5,50.6,9.7,9.2,.505,17.1,34.9,.251
Stephen F. Austin,32,20,12,.625,-1.46,-5.67,12,4,12,3,7,6,1970,1741,61.8,98.9,.401,.239,.511,53.4,61.0,11.5,8.7,.481,18.5,36.9,.254
Stetson,29,9,20,.310,-7.48,-0.66,6,12,6,6,3,12,2089,2275,72.0,98.8,.343,.402,.541,48.1,59.3,8.9,6.6,.510,21.0,33.5,.239
Stony Brook,32,22,10,.688,-0.45,-6.22,14,2,13,1,7,8,2125,1892,62.5,105.8,.313,.336,.514,53.6,46.0,8.8,5.4,.482,16.0,39.8,.217
Syracuse,37,34,3,.919,21.12,8.02,17,1,19,0,9,1,2742,2257,65.2,113.3,.329,.310,.550,46.7,56.1,14.0,19.4,.521,13.5,36.3,.230
Temple,32,24,8,.750,10.44,4.94,13,3,10,1,10,4,2401,2225,67.6,108.8,.342,.313,.563,48.4,57.3,10.4,10.1,.531,15.8,31.5,.246
Tennessee-Martin,31,4,27,.129,-17.09,-3.15,0,16,2,12,2,15,1943,2327,66.2,93.5,.349,.257,.491,45.6,57.5,9.0,6.0,.450,19.5,33.8,.245
Tennessee State,33,20,13,.606,-3.06,-2.73,11,5,11,2,7,9,2250,2199,66.6,100.5,.409,.331,.532,49.3,53.6,11.1,10.2,.494,19.6,35.2,.282
Tennessee Tech,33,19,14,.576,-3.81,-3.06,9,7,9,5,7,8,2365,2357,68.6,103.7,.428,.288,.555,49.2,54.7,9.9,6.4,.515,19.0,33.9,.305
Tennessee,34,19,15,.559,9.49,6.58,10,6,15,4,4,8,2338,2216,65.3,103.4,.378,.351,.536,50.3,53.9,8.5,10.9,.500,17.6,33.1,.266
Texas A&M-Corpus Christi,30,6,24,.200,-12.21,-3.04,4,12,3,9,3,13,1755,2030,66.0,87.9,.379,.291,.470,45.1,55.3,8.6,10.1,.440,19.6,29.7,.227
Texas A&M,32,14,18,.438,5.57,6.54,4,14,11,7,1,8,1956,1968,63.3,96.2,.296,.290,.506,48.8,51.2,9.0,6.5,.480,18.7,32.1,.195
Texas-Arlington,33,24,9,.727,3.35,-5.09,15,1,12,1,9,7,2537,2232,72.2,106.1,.471,.343,.550,51.5,52.5,10.9,11.1,.508,18.7,36.9,.331
Texas Christian,33,18,15,.545,1.72,3.44,7,7,14,3,3,9,2382,2379,68.9,102.8,.388,.355,.534,47.2,54.3,9.8,6.4,.498,16.9,30.5,.268
Texas-El Paso,32,15,17,.469,2.92,2.85,7,9,11,5,1,11,2021,2019,62.2,99.1,.390,.266,.537,47.3,61.5,7.4,7.8,.503,18.6,28.0,.266
Texas-Rio Grande Valley,32,11,21,.344,-13.66,-4.44,5,5,10,5,1,15,1993,2194,66.5,93.6,.356,.387,.523,43.5,62.5,7.7,5.1,.486,20.5,25.6,.251
Texas-San Antonio,32,18,14,.563,-1.83,-4.40,10,6,8,5,8,8,2339,2168,68.3,105.0,.365,.389,.562,45.9,54.6,11.8,9.4,.523,17.5,28.3,.271
Texas Southern,33,15,18,.455,-10.26,-8.68,12,6,9,1,4,16,2021,2073,66.2,91.7,.450,.335,.503,47.4,48.4,12.6,12.5,.468,21.8,33.5,.284
Texas State,30,13,17,.433,-8.66,-5.31,5,11,9,5,3,11,2292,2243,74.7,102.2,.347,.369,.534,45.2,52.6,11.0,7.7,.499,17.1,31.4,.247
Texas Tech,31,8,23,.258,-2.61,6.10,1,17,7,8,1,11,1844,2114,65.4,90.6,.401,.271,.527,45.8,53.6,7.9,8.6,.486,23.2,26.8,.282
Texas,34,20,14,.588,14.00,8.12,9,9,15,3,4,7,2470,2270,66.7,108.1,.426,.312,.533,49.6,50.1,10.1,9.7,.485,15.5,38.5,.312
Toledo,36,19,17,.528,-3.35,-3.64,7,9,11,8,5,7,2500,2385,66.2,104.9,.390,.307,.550,47.1,53.8,10.5,6.2,.511,17.7,32.9,.283
