School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Louisiana-Monroe,27,10,17,.370,-5.21,0.02,7,11,6,6,4,10,1738,1851,64.9,97.4,.365,.306,.504,50.0,54.3,8.6,9.7,.476,16.4,30.0,.231
Louisiana State,34,20,14,.588,10.05,6.61,9,9,13,3,4,9,2540,2423,70.1,105.3,.342,.327,.529,51.8,52.2,10.8,14.0,.500,16.2,34.9,.229
Louisiana Tech,37,29,8,.784,12.44,-1.20,13,3,14,1,10,5,2998,2460,72.1,112.0,.415,.380,.548,51.7,56.3,12.7,12.4,.515,13.4,33.8,.282
Louisville,37,31,6,.838,24.69,4.80,15,3,16,2,9,2,2998,2262,69.0,117.4,.412,.351,.562,52.1,54.0,14.5,12.5,.535,12.8,37.1,.272
Loyola (IL),32,10,22,.313,-4.75,-1.14,4,14,8,6,0,14,2105,2199,63.2,102.4,.377,.339,.555,48.7,56.3,8.6,7.3,.522,18.4,27.3,.265
Loyola Marymount,32,13,19,.406,-0.49,4.03,4,14,6,6,3,10,2345,2468,71.2,104.1,.361,.250,.521,48.3,48.4,10.1,9.3,.473,14.7,33.1,.275
Loyola (MD),30,11,19,.367,-10.58,-3.23,6,12,7,7,4,12,1957,2158,65.5,98.4,.413,.275,.498,46.2,49.4,11.9,11.6,.458,15.4,30.7,.275
Maine,29,6,23,.207,-17.58,-4.72,4,12,4,9,1,12,2091,2404,74.2,96.8,.337,.317,.526,45.2,55.1,10.2,5.3,.496,18.1,25.5,.228
Manhattan,33,25,8,.758,6.04,-0.90,15,5,9,3,12,4,2540,2311,70.3,107.1,.555,.307,.547,50.7,52.3,11.5,15.3,.507,16.8,34.4,.368
Marist,31,12,19,.387,-4.94,-1.27,9,11,9,4,3,11,2119,2233,67.4,99.8,.403,.334,.512,47.9,48.2,9.5,10.2,.466,15.7,29.7,.288
Marquette,32,17,15,.531,10.08,6.61,9,9,12,4,4,8,2310,2199,66.3,105.6,.448,.267,.529,52.3,59.3,9.2,9.0,.487,14.9,34.1,.309
Marshall,33,11,22,.333,-4.42,-1.32,4,12,8,8,2,12,2385,2375,69.6,103.0,.422,.338,.513,49.1,47.4,9.1,9.8,.484,15.5,33.0,.263
Maryland-Baltimore County,30,9,21,.300,-14.21,-6.55,5,11,8,5,1,16,1968,2185,68.3,93.6,.419,.342,.492,48.0,53.1,11.4,8.6,.453,18.4,30.1,.274
Maryland-Eastern Shore,30,6,24,.200,-17.03,-6.61,4,12,5,8,1,15,1996,2251,67.0,99.4,.427,.341,.507,47.9,51.7,9.8,5.6,.456,15.7,31.8,.308
Maryland,32,17,15,.531,11.33,8.08,9,9,12,4,2,8,2270,2166,67.7,103.6,.367,.358,.524,52.3,47.2,9.2,11.7,.491,15.9,33.5,.249
Massachusetts-Lowell,28,10,18,.357,-13.71,-4.53,8,8,6,6,4,12,1718,1938,64.5,94.7,.379,.406,.503,46.3,58.8,9.1,7.1,.460,18.1,28.2,.267
Massachusetts,33,24,9,.727,10.61,6.00,10,6,11,2,7,4,2502,2350,71.7,105.3,.392,.261,.538,51.9,55.4,9.5,12.3,.504,16.1,34.4,.268
McNeese State,31,11,20,.355,-13.15,-4.01,9,9,7,3,3,14,2111,2358,69.0,97.9,.348,.358,.488,48.2,50.6,9.8,9.8,.447,15.5,33.3,.242
Memphis,34,24,10,.706,13.02,7.14,12,6,15,2,5,5,2614,2397,70.6,108.2,.399,.275,.547,51.5,61.7,12.2,11.0,.522,15.8,35.6,.257
Mercer,36,27,9,.750,5.33,-3.42,14,4,17,1,9,7,2836,2410,65.7,115.8,.384,.367,.582,52.9,59.7,8.6,11.8,.547,14.7,34.0,.282
Miami (FL),33,17,16,.515,7.60,5.63,7,11,8,8,6,6,2029,1964,58.0,104.1,.361,.341,.512,51.9,48.6,8.3,11.4,.476,14.5,33.5,.248
Miami (OH),31,13,18,.419,-4.37,0.13,8,10,8,6,5,11,2023,2160,66.8,97.0,.345,.298,.522,47.8,53.6,12.8,7.4,.478,17.8,25.9,.260
Michigan State,38,29,9,.763,19.35,9.38,12,6,12,4,7,3,2870,2491,66.0,113.3,.337,.363,.573,53.7,62.2,10.2,13.4,.545,14.7,32.2,.239
Michigan,37,28,9,.757,18.52,9.65,15,3,13,2,7,4,2736,2408,62.5,117.5,.349,.401,.592,50.1,55.6,8.2,6.3,.557,12.7,28.6,.266
Middle Tennessee,33,24,9,.727,4.77,-0.78,13,3,14,2,8,5,2339,2067,66.0,106.6,.443,.290,.538,53.5,53.1,10.7,13.5,.504,16.1,35.6,.295
Milwaukee,35,21,14,.600,-1.53,-0.44,7,9,7,6,10,6,2465,2469,67.9,102.6,.436,.399,.541,48.8,58.9,8.3,6.4,.493,17.1,28.3,.320
Minnesota,38,25,13,.658,11.75,8.34,8,10,18,3,4,7,2715,2574,64.5,108.9,.398,.377,.556,50.5,57.5,11.6,11.8,.513,15.4,31.4,.296
Mississippi State,33,14,19,.424,-0.86,2.75,3,15,11,7,0,10,2234,2353,68.4,98.2,.433,.283,.522,48.3,51.1,11.2,7.3,.485,17.7,28.6,.287
Mississippi Valley State,32,9,23,.281,-21.08,-8.35,5,13,6,4,1,17,2293,2582,73.9,97.0,.366,.334,.505,47.9,44.2,10.4,4.4,.470,17.1,29.9,.245
Mississippi,33,19,14,.576,7.84,5.36,9,9,12,5,4,8,2482,2400,69.4,107.1,.396,.380,.521,48.4,49.4,10.6,15.4,.482,13.4,33.2,.276
Missouri-Kansas City,30,10,20,.333,-9.00,-1.93,7,9,5,9,5,10,2085,2295,71.5,97.2,.427,.325,.511,46.6,47.9,10.1,6.4,.479,16.3,26.4,.271
Missouri State,33,20,13,.606,0.81,1.22,9,9,14,3,4,8,2262,2251,64.7,104.8,.408,.365,.537,49.1,52.7,7.4,9.0,.496,14.6,27.4,.289
Missouri,35,23,12,.657,10.06,6.86,9,9,16,3,3,7,2553,2441,65.8,109.8,.525,.325,.566,53.5,43.1,7.6,9.2,.512,16.4,34.7,.389
Monmouth,32,11,21,.344,-6.96,-2.90,5,15,8,8,3,12,2208,2338,69.6,98.0,.406,.285,.501,50.6,49.7,9.9,9.5,.468,17.3,33.7,.259
Montana State,31,14,17,.452,-10.70,-5.83,9,11,9,5,5,10,2109,2165,66.0,102.7,.383,.314,.537,48.8,44.2,9.9,4.9,.499,15.4,25.9,.272
Montana,30,17,13,.567,-4.52,-5.23,12,8,11,3,6,9,2123,2070,61.4,112.9,.454,.402,.592,45.6,48.4,8.1,7.1,.552,14.3,24.6,.336
Morehead State,34,20,14,.588,-1.88,-3.10,10,6,9,5,9,7,2603,2483,70.8,106.2,.515,.326,.543,55.8,53.0,11.1,8.7,.496,18.1,39.8,.360
Morgan State,31,15,16,.484,-5.81,-5.03,11,5,7,4,5,9,2215,2239,69.3,101.1,.415,.287,.495,50.3,49.3,8.7,12.6,.465,15.3,36.1,.254
Mount St. Mary's,33,16,17,.485,-6.32,-4.44,9,7,10,3,6,13,2504,2566,70.0,107.5,.367,.434,.554,46.6,46.1,10.0,6.7,.515,14.7,27.8,.271
Murray State,34,23,11,.676,0.98,-3.58,13,3,17,1,6,9,2647,2446,68.4,113.0,.465,.354,.571,51.5,49.5,8.7,10.3,.541,15.3,34.3,.312
Navy,30,9,21,.300,-11.95,-5.46,4,14,7,6,2,15,1820,1957,62.9,95.2,.286,.372,.487,49.3,57.7,10.2,10.6,.462,16.8,30.6,.182
Omaha,32,17,15,.531,-1.19,-2.78,5,9,11,4,6,11,2558,2404,73.7,107.7,.378,.330,.551,48.8,55.7,11.2,6.6,.506,14.8,29.5,.289
Nebraska,32,19,13,.594,10.13,8.50,11,7,15,1,3,8,2137,2085,65.4,102.2,.423,.335,.528,48.6,42.3,10.6,9.3,.483,14.7,25.7,.303
Nevada-Las Vegas,33,20,13,.606,8.55,2.76,10,8,12,7,6,5,2355,2164,66.5,106.5,.395,.311,.521,52.2,52.4,7.2,14.6,.489,14.0,34.2,.258
Nevada,32,15,17,.469,1.98,3.48,10,8,7,8,8,6,2316,2364,65.1,107.8,.381,.346,.534,49.6,43.6,7.4,12.5,.492,13.3,31.1,.278
New Hampshire,30,6,24,.200,-13.97,-5.90,4,12,3,11,3,12,1735,1945,63.5,90.6,.331,.411,.483,49.2,50.0,6.3,9.5,.444,17.9,27.2,.229
New Mexico State,36,26,10,.722,6.16,-2.58,12,4,14,1,8,7,2771,2415,66.9,113.8,.535,.273,.576,53.5,50.6,6.9,13.5,.539,16.0,37.5,.368
New Mexico,34,27,7,.794,12.72,4.84,15,3,13,2,8,2,2516,2248,65.6,111.2,.466,.320,.556,53.8,61.6,7.2,13.3,.511,13.8,32.5,.338
New Orleans,26,11,15,.423,-15.03,-5.53,8,10,6,6,5,9,1858,1987,72.6,98.5,.503,.280,.523,51.7,51.4,9.1,7.9,.476,19.7,35.5,.343
Niagara,33,7,26,.212,-8.16,-1.34,3,17,4,9,1,14,2484,2709,73.8,102.0,.486,.284,.518,47.6,39.5,9.4,5.6,.472,15.8,32.1,.331
Nicholls State,29,14,15,.483,-13.13,-7.67,10,8,9,2,4,12,1986,2114,66.8,101.6,.388,.365,.526,47.9,54.2,8.6,8.0,.500,15.7,28.9,.246
NJIT,29,13,16,.448,-12.52,-7.48,0,0,7,6,6,10,2109,2061,68.8,104.8,.368,.353,.548,49.1,54.1,9.3,10.8,.510,16.5,28.7,.266
Norfolk State,34,19,15,.559,-7.82,-7.17,11,5,7,4,7,8,2428,2398,66.0,107.4,.394,.285,.549,52.5,53.7,9.2,11.9,.515,17.1,37.4,.273
North Carolina-Asheville,32,17,15,.531,-6.81,-5.50,10,6,11,2,5,10,2486,2424,70.2,109.9,.433,.328,.563,52.1,48.1,9.1,14.6,.517,16.5,35.5,.323
North Carolina A&T,32,9,23,.281,-16.43,-7.40,5,11,7,5,1,17,2089,2342,67.5,95.7,.593,.347,.501,50.5,47.7,6.9,12.0,.435,19.0,33.5,.415
North Carolina Central,34,28,6,.824,3.97,-8.03,16,1,14,0,11,5,2513,2023,64.7,112.5,.476,.297,.559,52.6,59.0,11.7,12.4,.513,14.8,36.6,.347
North Carolina-Greensboro,32,14,18,.438,-12.33,-6.12,7,9,9,7,4,8,2267,2373,70.6,99.6,.384,.266,.522,51.1,47.0,7.9,6.2,.486,17.1,29.5,.264
North Carolina State,36,22,14,.611,9.02,7.44,9,9,13,6,6,6,2561,2504,64.9,108.1,.370,.255,.529,49.5,49.1,7.3,10.8,.500,13.4,34.2,.243
North Carolina-Wilmington,32,9,23,.281,-8.75,-0.78,3,13,6,8,3,14,2018,2221,64.8,95.9,.329,.276,.474,48.8,46.7,9.1,11.2,.440,14.7,32.0,.216
North Carolina,34,24,10,.706,15.24,8.42,13,5,15,3,6,5,2604,2372,70.0,108.5,.429,.211,.526,53.4,54.9,10.4,12.5,.499,14.1,38.1,.268
North Dakota State,33,26,7,.788,6.31,-0.02,12,2,12,1,10,5,2492,2164,63.9,117.7,.409,.275,.593,53.2,43.0,9.7,13.1,.555,13.4,31.7,.307
North Dakota,34,17,17,.500,-6.84,-3.78,12,8,11,3,4,11,2526,2537,68.8,108.0,.409,.313,.542,48.2,46.9,12.3,6.9,.507,14.0,31.4,.281
North Florida,32,16,16,.500,-7.52,-3.32,10,8,9,5,7,11,2318,2377,69.2,104.2,.408,.355,.544,52.0,50.8,7.5,9.3,.506,18.5,34.0,.288
North Texas,32,16,16,.500,-4.67,-1.53,6,10,9,7,6,6,2228,2313,69.7,98.8,.417,.258,.504,49.6,41.9,9.3,8.9,.462,15.5,29.9,.283
Northeastern,32,11,21,.344,-3.11,-0.30,7,9,4,8,4,9,2109,2199,64.8,100.6,.444,.284,.515,51.3,50.5,8.2,9.0,.480,17.0,32.7,.287
Northern Arizona,32,15,17,.469,-6.60,-4.37,12,8,9,4,6,10,2144,2189,63.6,104.5,.342,.283,.538,52.5,44.2,9.7,11.9,.503,16.9,33.7,.244
Northern Colorado,32,18,14,.563,-4.33,-6.09,11,9,13,3,4,11,2364,2248,64.1,113.9,.372,.281,.573,51.8,44.9,8.8,6.6,.547,15.0,34.4,.255
Northern Illinois,32,15,17,.469,-3.54,-1.28,8,10,10,7,5,9,1992,2012,63.8,95.7,.500,.299,.487,53.0,42.0,10.1,10.7,.432,18.7,37.2,.342
Northern Iowa,31,16,15,.516,5.29,2.85,10,8,11,2,3,10,2256,2149,65.6,110.1,.382,.432,.564,49.4,57.2,8.5,8.4,.528,14.2,26.3,.276
Northern Kentucky,30,9,21,.300,-10.53,-4.97,5,13,7,7,2,12,2044,2211,64.3,104.7,.357,.404,.540,47.7,47.4,8.3,8.6,.506,15.5,28.4,.252
Northwestern State,31,17,14,.548,-3.59,-4.66,12,6,10,3,6,10,2686,2599,77.6,109.9,.394,.259,.555,48.5,53.5,11.0,12.2,.514,14.8,33.0,.292
Northwestern,33,14,19,.424,4.72,8.57,6,12,8,9,5,7,1964,2091,62.6,94.4,.355,.422,.500,46.7,54.7,6.8,9.7,.461,15.5,22.5,.248
Notre Dame,32,15,17,.469,8.19,6.78,6,12,13,6,1,9,2303,2258,64.0,110.3,.300,.346,.547,50.9,57.7,9.0,8.1,.517,13.6,32.1,.216
Oakland,33,13,20,.394,-2.23,2.78,7,9,10,5,3,11,2455,2554,68.8,106.9,.387,.399,.549,46.2,63.6,10.0,5.7,.508,14.1,25.3,.283
Ohio State,35,25,10,.714,17.84,8.12,10,8,17,3,5,5,2432,2092,65.1,106.1,.423,.329,.540,50.2,49.9,11.8,12.2,.503,14.9,29.6,.291
Ohio,37,25,12,.676,2.70,-1.17,11,7,14,7,10,4,2647,2480,66.2,109.2,.343,.381,.575,50.0,58.8,9.6,11.0,.525,17.1,29.2,.246
Oklahoma State,34,21,13,.618,19.02,8.34,8,10,13,3,3,7,2728,2365,69.5,112.8,.497,.338,.569,48.8,51.6,10.8,12.2,.524,12.9,28.0,.357
Oklahoma,33,23,10,.697,14.91,8.97,12,6,14,3,5,4,2704,2508,71.7,112.9,.394,.370,.560,50.9,53.1,9.4,8.4,.517,13.5,32.4,.295
Old Dominion,36,18,18,.500,-1.12,-0.81,9,7,12,6,5,9,2311,2322,64.2,99.3,.393,.303,.505,51.5,46.3,9.7,11.4,.477,17.2,34.0,.244
Oral Roberts,33,17,16,.515,-2.94,-4.43,10,8,9,4,5,11,2357,2287,65.5,108.3,.414,.248,.545,52.1,47.9,7.9,11.4,.504,14.8,33.4,.298
Oregon State,32,16,16,.500,6.03,5.87,8,10,12,5,3,9,2425,2420,68.3,109.7,.509,.267,.578,50.7,52.1,7.0,11.5,.541,17.1,31.0,.354
Oregon,34,24,10,.706,15.75,8.05,10,8,15,3,5,5,2783,2521,69.9,115.0,.438,.337,.583,50.7,53.0,10.9,8.7,.535,14.0,32.2,.338
Pacific,34,18,16,.529,1.74,3.25,6,12,10,5,5,9,2484,2523,67.2,108.2,.404,.318,.552,52.1,50.2,7.5,5.6,.503,15.6,32.5,.309
Penn State,34,16,18,.471,7.68,7.06,6,12,10,8,4,8,2409,2388,66.4,105.5,.394,.344,.530,50.5,46.8,6.7,13.5,.483,13.7,30.2,.292
Pennsylvania,28,8,20,.286,-6.59,-0.01,5,9,6,8,2,12,1911,2095,70.1,97.0,.392,.287,.531,47.9,59.6,8.3,9.4,.497,20.1,28.6,.266
Pepperdine,31,15,16,.484,0.80,2.60,8,10,8,6,6,7,2206,2247,66.7,106.2,.389,.324,.547,50.2,55.4,7.1,11.1,.512,15.8,30.7,.272
Pittsburgh,36,26,10,.722,17.46,7.54,11,7,13,5,7,2,2586,2229,62.4,113.0,.443,.269,.550,54.5,62.9,11.1,8.6,.507,13.7,37.3,.315
Portland State,32,17,15,.531,-7.59,-5.59,11,9,12,5,4,9,2320,2311,65.6,107.9,.411,.314,.561,47.5,51.2,9.0,5.6,.521,15.0,27.6,.301
Portland,31,15,16,.484,4.77,1.73,7,11,10,6,3,9,2327,2233,67.2,109.0,.395,.273,.551,51.6,58.3,8.6,10.9,.509,14.8,32.1,.290
Prairie View,34,11,23,.324,-16.72,-7.99,6,12,6,6,2,16,2362,2623,68.3,98.4,.406,.334,.508,46.8,44.5,10.1,6.8,.474,17.4,31.3,.263
Presbyterian,32,6,26,.188,-20.71,-7.51,2,14,5,8,1,15,2092,2445,66.7,98.1,.307,.312,.530,45.3,48.2,6.6,7.7,.503,16.8,23.1,.208
Princeton,30,21,9,.700,3.01,-2.40,8,6,11,2,9,6,2118,1931,64.6,107.6,.376,.486,.564,50.1,61.2,9.6,9.7,.530,15.1,25.6,.271
Providence,35,23,12,.657,11.37,7.85,10,8,13,3,5,6,2566,2443,64.9,109.1,.419,.317,.539,52.4,56.1,8.3,12.0,.483,14.6,35.4,.328
Purdue,32,15,17,.469,8.21,7.62,5,13,12,5,2,8,2312,2293,67.9,104.1,.381,.279,.508,52.4,51.0,8.1,13.8,.472,14.7,36.2,.255
Quinnipiac,32,20,12,.625,-0.13,-2.41,14,6,10,3,8,8,2521,2448,70.9,110.3,.481,.246,.521,57.4,48.4,5.0,10.2,.468,14.3,42.3,.345
Radford,35,22,13,.629,-7.90,-8.31,10,6,10,4,9,8,2729,2600,68.7,113.0,.403,.300,.563,50.5,47.3,10.2,9.0,.532,13.6,32.9,.277
Rhode Island,32,14,18,.438,2.87,3.26,5,12,10,6,3,11,2169,2178,67.4,100.2,.457,.278,.523,51.5,51.1,7.3,13.0,.487,17.9,32.7,.299
Rice,30,7,23,.233,-9.43,-0.43,2,14,5,9,1,11,1853,2083,64.9,93.3,.333,.463,.506,46.2,65.0,7.0,5.3,.478,17.7,22.1,.216
Richmond,33,19,14,.576,5.70,4.30,8,8,12,4,5,8,2196,2150,64.7,101.3,.410,.365,.517,45.8,46.5,8.9,11.5,.481,14.2,25.9,.274
Rider,31,14,17,.452,-4.34,-1.69,9,11,6,7,6,8,2292,2374,68.2,106.8,.457,.350,.553,49.5,50.7,8.8,8.1,.506,16.5,31.4,.334
Robert Morris,36,22,14,.611,-3.52,-3.79,14,2,12,3,10,11,2593,2583,66.9,107.3,.366,.346,.543,49.3,50.0,10.6,5.4,.504,14.7,30.9,.267
Rutgers,33,12,21,.364,-0.29,5.80,5,13,10,10,1,10,2347,2515,69.4,102.5,.368,.307,.517,49.6,50.8,8.3,11.4,.478,15.5,32.8,.260
Sacramento State,30,14,16,.467,-8.04,-5.54,10,10,11,3,3,12,2070,2079,63.7,107.4,.360,.307,.553,50.0,54.7,8.2,4.1,.517,15.3,29.9,.261
Sacred Heart,31,5,26,.161,-12.93,-5.97,2,14,1,10,4,13,2162,2378,68.5,100.7,.357,.328,.503,48.6,51.2,7.7,5.9,.467,15.0,32.4,.245
Saint Francis (PA),31,10,21,.323,-13.20,-5.65,7,9,5,8,5,13,1916,2150,63.2,97.9,.327,.417,.503,45.7,53.5,9.0,7.2,.476,14.9,26.0,.210
Saint Joseph's,34,24,10,.706,9.05,5.08,11,5,11,4,8,4,2433,2298,66.0,108.1,.436,.369,.563,52.0,56.7,6.7,11.9,.539,15.9,29.0,.281
Saint Louis,34,27,7,.794,11.63,4.24,13,3,14,3,11,1,2374,2105,67.4,102.4,.404,.322,.533,51.0,58.1,10.9,9.9,.494,16.2,29.4,.281
Saint Mary's (CA),35,23,12,.657,9.35,4.29,11,7,16,3,6,6,2502,2292,63.5,112.1,.480,.352,.560,53.2,52.5,9.1,8.9,.518,15.5,36.2,.340
Saint Peter's,31,14,17,.452,-5.88,-3.27,9,11,8,5,5,11,1961,2042,63.7,98.5,.422,.319,.505,49.6,46.0,10.0,12.4,.458,16.1,30.9,.297
Sam Houston State,35,24,11,.686,-4.45,-7.60,13,5,12,2,7,7,2647,2431,67.1,111.2,.512,.337,.562,51.4,63.0,9.9,9.5,.528,16.0,34.6,.342
Samford,33,13,20,.394,-14.91,-7.41,6,10,10,4,2,15,2327,2521,67.9,103.5,.386,.272,.549,47.8,53.0,8.2,8.0,.519,16.6,27.9,.261
San Diego State,36,31,5,.861,14.95,4.86,16,2,15,1,9,2,2530,2052,63.9,109.2,.449,.258,.519,53.6,40.8,11.8,14.1,.481,12.7,36.7,.298
San Diego,35,18,17,.514,2.16,1.97,7,11,10,7,6,8,2362,2283,63.8,105.7,.400,.331,.547,50.4,50.2,9.0,11.0,.512,16.1,30.0,.278
San Francisco,33,21,12,.636,5.92,4.28,13,5,13,6,7,5,2469,2357,66.3,111.2,.444,.340,.561,52.0,55.6,8.0,7.2,.535,14.7,33.3,.288
San Jose State,31,7,24,.226,-7.96,3.05,1,17,4,9,3,12,1938,2222,65.5,94.3,.337,.473,.495,49.3,54.8,6.5,7.6,.453,17.5,28.7,.244
Santa Clara,33,14,19,.424,0.88,3.01,6,12,7,8,5,8,2340,2325,65.6,107.7,.380,.366,.535,47.3,51.1,9.2,10.4,.492,13.1,29.3,.278
Savannah State,32,13,19,.406,-9.57,-5.37,10,6,7,5,5,11,1968,2057,65.3,93.1,.394,.304,.501,48.7,48.2,10.6,13.4,.467,20.4,32.1,.257
Seattle,30,13,17,.433,-5.86,-4.11,5,11,7,7,5,9,2139,2119,68.4,103.0,.339,.365,.512,53.7,51.8,9.2,8.5,.484,16.7,38.2,.221
Seton Hall,34,17,17,.500,7.53,5.56,6,12,10,8,4,7,2442,2375,66.1,106.7,.431,.392,.564,49.6,55.4,9.9,7.6,.524,16.1,26.4,.311
Siena,38,20,18,.526,-0.86,-0.15,11,9,14,5,6,9,2635,2662,67.2,101.8,.417,.238,.508,51.9,56.6,8.6,12.6,.458,16.8,38.4,.300
South Alabama,31,11,20,.355,-5.08,-0.51,5,13,10,6,1,12,2136,2182,66.7,101.7,.382,.408,.509,50.7,48.7,7.3,10.1,.471,15.3,32.7,.261
South Carolina State,30,9,21,.300,-17.21,-5.96,5,11,7,6,2,14,1883,2180,66.6,92.6,.343,.307,.474,49.7,53.8,8.3,9.0,.439,18.5,35.1,.224
South Carolina Upstate,34,19,15,.559,-2.02,-4.61,11,7,12,3,5,12,2398,2282,66.6,107.6,.379,.342,.538,52.4,59.8,9.8,10.5,.507,15.6,36.1,.256
South Carolina,34,14,20,.412,5.41,6.96,5,13,9,7,1,11,2323,2376,66.8,102.2,.457,.278,.515,52.3,54.4,9.4,11.3,.465,17.7,39.4,.323
South Dakota State,32,19,13,.594,-0.17,-1.93,10,4,10,3,7,8,2315,2198,67.0,107.9,.437,.352,.558,54.2,54.7,8.1,8.7,.508,15.5,30.5,.330
South Dakota,30,12,18,.400,-7.07,-0.81,6,8,10,3,2,13,2084,2152,66.9,103.5,.386,.334,.546,49.5,53.4,8.1,10.1,.501,16.3,27.3,.290
South Florida,32,12,20,.375,-0.52,4.60,3,15,7,10,5,7,2100,2264,66.2,97.9,.438,.217,.503,50.0,53.5,8.7,9.2,.462,16.4,31.6,.290
Southeast Missouri State,32,18,14,.563,-5.49,-6.59,8,8,9,4,5,9,2654,2514,71.8,114.0,.386,.315,.583,52.8,55.5,9.8,11.1,.556,15.5,33.0,.267
Southeastern Louisiana,30,12,18,.400,-13.06,-7.67,7,11,8,5,4,11,2085,2172,66.7,103.4,.403,.347,.543,46.8,49.2,6.8,10.6,.506,15.9,25.6,.281
Southern California,32,11,21,.344,2.60,8.02,2,16,8,8,2,10,2258,2410,70.4,99.1,.417,.275,.517,50.1,50.4,7.6,10.9,.479,17.0,31.0,.280
SIU Edwardsville,31,11,20,.355,-10.61,-5.33,7,9,9,5,2,12,2264,2364,69.1,105.2,.376,.344,.560,47.7,54.1,9.9,8.0,.535,17.5,29.0,.250
Southern Illinois,33,14,19,.424,-0.46,0.23,9,9,9,5,3,11,2208,2208,63.6,104.7,.432,.262,.534,51.5,42.3,11.2,6.9,.498,16.3,34.4,.290
Southern Methodist,37,27,10,.730,13.73,4.97,12,6,18,1,6,6,2627,2303,66.0,107.6,.438,.237,.561,53.5,59.8,11.6,13.7,.528,17.4,35.0,.299
Southern Mississippi,36,29,7,.806,6.84,-0.08,13,3,15,0,10,6,2596,2280,65.3,110.0,.507,.306,.555,55.0,58.1,12.5,7.5,.517,16.6,38.3,.344
Southern Utah,29,2,27,.069,-19.90,-3.19,1,19,2,11,0,16,1710,2171,65.1,90.2,.394,.274,.493,44.3,53.0,6.8,8.9,.449,18.8,24.2,.272
Southern,32,19,13,.594,-4.22,-7.95,15,3,10,4,9,8,2278,2006,68.1,103.7,.394,.304,.527,52.6,50.9,9.1,13.4,.503,16.4,33.3,.244
St. Bonaventure,33,18,15,.545,5.92,2.64,6,10,10,4,4,9,2421,2313,68.2,107.5,.411,.253,.538,52.0,51.8,10.2,12.0,.496,15.8,36.5,.295
St. Francis (NY),32,18,14,.563,-4.64,-5.90,9,7,10,3,7,11,2207,2139,67.0,101.8,.363,.341,.519,52.2,51.1,8.3,13.2,.485,16.5,33.6,.248
St. John's (NY),33,20,13,.606,11.68,6.56,10,8,14,5,4,5,2403,2234,67.3,106.1,.371,.241,.524,50.3,50.1,9.9,19.9,.487,13.4,31.1,.259
Stanford,36,23,13,.639,13.42,9.00,10,8,12,4,6,5,2616,2457,67.1,108.0,.450,.293,.553,51.3,46.3,7.9,11.6,.513,14.7,29.3,.316
Stephen F. Austin,35,32,3,.914,4.82,-6.76,18,0,15,0,14,2,2661,2219,65.5,115.2,.402,.360,.561,53.8,62.3,11.1,8.6,.525,14.2,38.4,.286
Stetson,31,7,24,.226,-15.81,-4.97,5,13,6,6,1,15,1916,2252,64.1,95.8,.362,.332,.502,45.1,54.2,8.7,10.7,.468,16.7,27.8,.240
Stony Brook,34,23,11,.676,-1.71,-6.47,13,3,12,3,8,6,2426,2253,66.4,106.9,.382,.273,.540,54.2,50.5,8.8,10.1,.501,16.0,34.6,.275
Syracuse,34,28,6,.824,16.05,7.25,14,4,16,2,8,2,2311,2012,60.5,111.6,.382,.270,.522,52.8,49.1,13.1,17.2,.482,12.1,38.1,.270
Temple,31,9,22,.290,2.69,6.88,4,14,4,9,2,9,2291,2421,68.4,105.9,.317,.307,.515,48.5,50.8,8.3,8.3,.480,12.8,32.3,.224
Tennessee-Martin,31,8,23,.258,-13.45,-4.82,3,13,5,10,3,13,2304,2526,71.2,104.3,.370,.340,.524,46.5,53.8,10.6,7.1,.482,14.1,29.7,.268
Tennessee State,30,5,25,.167,-9.82,-1.99,4,12,3,10,2,13,2061,2265,66.8,102.4,.434,.305,.519,49.5,44.4,8.1,7.9,.474,15.7,32.6,.304
Tennessee Tech,33,17,16,.515,-8.09,-4.57,9,7,10,4,6,9,2376,2376,69.2,104.1,.446,.312,.542,52.3,49.6,10.7,13.0,.505,18.2,35.1,.302
Tennessee,37,24,13,.649,17.34,7.84,11,7,14,3,4,7,2672,2283,62.8,114.2,.416,.308,.545,56.2,50.9,8.2,12.0,.503,13.7,39.8,.299
Texas A&M-Corpus Christi,34,18,16,.529,-6.41,-6.69,14,4,10,7,8,8,2350,2312,64.0,107.7,.451,.230,.549,51.7,50.8,10.3,8.5,.516,15.9,34.4,.299
Texas A&M,34,18,16,.529,5.50,3.62,8,10,17,3,1,9,2199,2135,64.0,99.2,.388,.341,.510,48.0,56.7,9.8,11.3,.479,15.2,27.5,.249
Texas-Arlington,32,15,17,.469,-4.92,-0.92,9,9,9,5,5,11,2443,2488,70.4,106.4,.421,.401,.546,50.3,47.9,7.1,10.7,.506,16.1,31.8,.297
Texas Christian,31,9,22,.290,-1.33,7.90,0,18,5,10,3,9,1973,2247,66.6,95.5,.437,.280,.503,43.2,54.1,9.0,8.3,.448,15.6,24.4,.320
Texas-El Paso,34,23,11,.676,4.39,0.05,12,4,14,6,8,2,2347,2152,65.1,105.3,.513,.267,.550,51.2,57.5,7.6,11.0,.509,17.5,32.2,.351
