School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Louisiana,34,27,7,.794,7.58,-2.54,16,2,14,1,10,4,2829,2408,72.7,114.1,.370,.391,.575,54.7,60.9,10.3,11.1,.535,15.6,36.1,.282
Louisiana-Monroe,32,16,16,.500,-6.27,-3.31,9,9,12,4,3,11,2235,2187,67.1,103.3,.243,.430,.538,49.3,55.0,9.6,4.1,.513,15.5,26.9,.174
Louisiana State,33,18,15,.545,10.93,8.03,8,10,14,4,3,8,2559,2463,69.4,111.3,.326,.402,.575,49.4,51.0,11.0,9.7,.545,14.7,29.2,.238
Louisiana Tech,33,17,16,.515,1.33,-0.12,7,11,11,5,2,10,2468,2331,69.2,107.7,.371,.408,.559,49.6,56.1,8.6,10.4,.523,15.5,27.5,.269
Louisville,36,22,14,.611,14.30,9.08,9,9,16,6,4,7,2721,2533,69.7,106.9,.319,.352,.552,49.7,50.5,9.9,15.0,.518,14.7,28.6,.235
Loyola (IL),38,32,6,.842,10.38,1.81,15,3,14,1,9,4,2721,2377,66.0,108.4,.319,.357,.602,51.3,59.7,9.6,6.8,.577,17.3,21.8,.231
Loyola Marymount,31,11,20,.355,-4.38,1.09,5,13,7,7,3,12,2226,2369,67.8,105.1,.327,.317,.531,50.4,54.7,10.2,7.1,.498,16.3,34.4,.232
Loyola (MD),31,9,22,.290,-12.72,-5.25,6,12,8,6,1,16,2154,2326,69.7,98.5,.334,.280,.511,50.3,45.2,10.0,8.9,.483,16.4,29.4,.218
Maine,32,6,26,.188,-14.64,-3.28,3,13,4,8,2,16,2140,2408,71.6,92.3,.298,.398,.500,47.8,49.4,8.9,8.3,.468,18.8,25.5,.206
Manhattan,31,14,17,.452,-5.05,-4.15,9,9,8,3,5,8,2147,2175,67.5,101.0,.376,.360,.548,49.6,58.8,8.7,11.4,.516,19.8,31.0,.261
Marist,31,6,25,.194,-12.48,-3.57,4,14,4,9,2,10,2239,2515,71.5,99.5,.358,.469,.560,47.8,48.5,5.8,6.4,.527,19.6,22.6,.256
Marquette,35,21,14,.600,12.50,9.70,9,9,13,7,5,5,2846,2748,70.4,114.3,.288,.444,.601,49.0,55.7,8.6,9.6,.568,15.4,27.5,.232
Marshall,36,25,11,.694,4.21,0.44,12,6,15,2,6,8,3017,2849,76.4,108.6,.335,.453,.583,46.7,59.0,9.1,12.7,.548,15.5,22.2,.256
Maryland-Baltimore County,36,25,11,.694,-2.02,-3.84,12,4,15,2,9,7,2630,2466,69.2,105.6,.307,.450,.550,49.1,59.1,10.8,7.3,.531,15.5,26.8,.198
Maryland-Eastern Shore,32,7,25,.219,-24.63,-7.57,3,13,6,5,0,18,1992,2473,67.6,92.1,.294,.393,.474,45.8,48.9,7.0,5.0,.441,16.6,28.1,.198
Maryland,32,19,13,.594,13.78,7.94,8,10,15,3,2,8,2338,2140,66.6,109.4,.380,.364,.584,53.6,55.7,6.5,11.6,.546,17.9,31.6,.287
Massachusetts-Lowell,30,12,18,.400,-9.54,-5.78,6,10,9,7,3,11,2286,2356,72.1,105.3,.401,.361,.558,47.0,55.0,9.7,7.2,.523,16.5,26.7,.284
Massachusetts,33,13,20,.394,-1.66,1.10,5,13,11,6,1,11,2374,2465,67.3,104.4,.251,.382,.553,48.9,58.7,7.0,7.7,.525,16.5,27.2,.187
McNeese State,29,12,17,.414,-12.06,-6.10,8,10,7,5,5,12,2184,2209,73.3,101.9,.330,.334,.528,50.6,41.9,7.3,10.6,.494,16.8,30.9,.234
Memphis,34,21,13,.618,1.80,2.16,10,8,14,5,5,5,2408,2420,66.3,105.3,.436,.346,.545,51.1,53.5,8.8,11.3,.507,17.4,35.1,.301
Mercer,34,19,15,.559,-0.87,-3.50,11,7,11,3,7,9,2561,2373,65.8,112.8,.367,.404,.588,54.1,55.8,8.0,5.7,.551,16.3,31.1,.279
Miami (FL),32,22,10,.688,12.83,6.96,11,7,11,3,8,4,2361,2173,67.8,107.9,.291,.360,.551,50.6,48.5,9.6,11.0,.531,14.6,29.1,.192
Miami (OH),34,16,18,.471,-3.56,-1.15,8,10,9,5,6,11,2449,2404,68.8,102.5,.273,.438,.540,51.2,51.1,10.8,7.0,.517,16.7,27.9,.187
Michigan State,35,30,5,.857,22.41,7.10,16,2,16,1,8,1,2807,2271,68.2,117.2,.359,.363,.601,57.6,67.6,6.0,18.5,.569,16.4,36.8,.268
Michigan,41,33,8,.805,19.03,9.41,13,5,15,1,6,5,3019,2596,65.9,110.8,.307,.433,.564,50.3,53.6,9.6,8.1,.545,12.4,24.9,.203
Middle Tennessee,33,25,8,.758,10.29,2.83,16,2,12,2,12,2,2479,2188,67.8,109.9,.306,.339,.565,54.1,51.9,8.9,7.1,.534,15.9,31.2,.227
Milwaukee,33,16,17,.485,-4.15,-4.25,8,10,9,7,6,9,2259,2260,67.6,100.6,.282,.376,.532,50.8,51.4,8.7,10.7,.508,16.3,25.5,.190
Minnesota,32,15,17,.469,7.01,6.91,4,14,11,6,2,9,2405,2402,70.2,105.8,.351,.320,.523,50.0,54.9,8.0,12.7,.487,13.3,29.9,.247
Mississippi State,37,25,12,.676,11.71,6.82,9,9,19,2,4,8,2716,2507,68.4,106.6,.310,.373,.550,51.4,49.1,9.5,14.8,.524,16.4,31.8,.214
Mississippi Valley State,32,4,28,.125,-21.41,-8.13,4,14,3,6,1,21,2075,2500,69.9,91.3,.291,.287,.461,47.2,43.1,8.2,5.2,.426,15.7,29.7,.196
Mississippi,32,12,20,.375,6.85,9.16,5,13,10,8,1,10,2426,2500,70.8,105.5,.338,.394,.523,49.7,55.6,8.7,11.2,.483,13.6,31.1,.247
Missouri-Kansas City,32,10,22,.313,-10.19,-1.02,5,9,6,8,3,11,2251,2447,72.4,96.8,.344,.455,.520,44.0,46.8,8.7,6.7,.483,16.0,21.7,.245
Missouri State,33,18,15,.545,3.08,0.45,7,11,10,5,4,8,2313,2197,66.2,105.4,.270,.362,.525,54.0,49.9,7.0,11.2,.496,14.8,33.2,.193
Missouri,33,20,13,.606,13.81,9.19,10,8,13,3,5,6,2399,2246,67.3,107.1,.390,.453,.573,53.2,55.8,7.6,11.3,.537,18.3,31.1,.286
Monmouth,31,11,20,.355,-2.41,-1.24,7,11,6,6,4,12,2336,2372,71.0,102.9,.441,.334,.562,51.0,50.7,8.7,7.4,.523,18.5,26.6,.314
Montana State,32,13,19,.406,-8.69,-3.53,6,12,8,6,3,12,2434,2524,72.1,104.2,.387,.379,.533,50.1,49.1,7.5,5.6,.490,14.9,29.0,.281
Montana,34,26,8,.765,6.28,-2.25,16,2,14,0,8,6,2625,2329,70.0,108.7,.386,.272,.549,53.3,45.3,10.9,9.2,.513,15.0,33.1,.273
Morehead State,29,8,21,.276,-10.65,-1.91,4,14,7,6,1,15,2043,2204,70.6,99.3,.358,.381,.528,51.4,48.3,8.0,8.8,.492,19.1,32.5,.251
Morgan State,31,13,18,.419,-15.67,-11.97,7,8,8,2,3,15,2273,2338,71.4,101.0,.394,.254,.508,51.3,49.4,9.9,8.1,.461,16.3,34.7,.286
Mount St. Mary's,32,18,14,.563,-8.15,-8.05,12,6,12,3,6,11,2331,2301,67.1,107.3,.299,.480,.574,43.3,55.5,10.2,10.7,.546,14.7,20.4,.219
Murray State,32,26,6,.813,6.87,-3.53,16,2,14,2,10,3,2515,2117,68.2,115.3,.381,.399,.591,54.1,54.1,9.9,8.7,.558,15.3,33.0,.280
Navy,32,20,12,.625,-6.93,-7.22,11,7,9,6,9,6,2199,2125,67.0,102.2,.361,.358,.540,54.2,58.4,9.6,4.2,.503,18.2,32.1,.260
Omaha,31,9,22,.290,-9.88,0.33,4,10,8,4,1,15,2373,2588,72.6,103.7,.270,.363,.550,47.9,46.2,7.7,6.7,.525,15.9,25.5,.191
Nebraska,33,22,11,.667,10.99,7.32,13,5,16,1,4,8,2386,2265,68.1,105.7,.376,.352,.531,48.7,54.4,8.9,12.8,.491,13.9,30.1,.270
Nevada-Las Vegas,33,20,13,.606,7.20,1.87,8,10,13,6,5,6,2753,2577,73.7,111.1,.434,.277,.571,53.7,54.7,7.4,9.7,.535,16.4,34.4,.306
Nevada,37,29,8,.784,14.44,4.93,15,3,14,1,11,3,3055,2703,70.6,115.5,.363,.404,.582,49.4,57.0,8.7,10.9,.548,12.0,26.2,.269
New Hampshire,31,10,21,.323,-8.38,-4.32,6,10,8,7,2,12,2103,2085,66.7,101.8,.302,.430,.510,53.9,50.8,5.4,5.6,.472,14.9,30.6,.222
New Mexico State,34,28,6,.824,9.06,-1.10,12,2,14,1,8,3,2572,2183,70.1,107.5,.287,.367,.538,56.0,49.9,7.9,8.6,.519,15.2,34.2,.184
New Mexico,34,19,15,.559,5.81,3.30,12,6,13,4,4,8,2795,2641,73.6,111.2,.343,.474,.582,46.9,57.4,10.0,7.3,.544,14.9,26.3,.266
New Orleans,33,16,17,.485,-9.01,-5.78,11,7,10,3,5,13,2297,2322,68.8,100.7,.420,.247,.533,51.2,59.3,10.4,9.9,.497,18.8,32.8,.283
Niagara,33,19,14,.576,-4.84,-4.21,12,6,9,5,10,7,2748,2769,75.0,110.1,.380,.357,.548,50.0,42.1,6.9,10.1,.508,12.9,30.5,.277
Nicholls State,32,21,11,.656,-3.54,-5.86,15,3,12,3,9,7,2641,2411,76.9,107.3,.349,.366,.568,50.7,50.4,12.5,10.1,.537,17.4,30.5,.250
NJIT,30,14,16,.467,-7.25,-5.53,7,7,10,7,4,9,2248,2197,71.0,104.7,.321,.362,.541,50.6,51.6,11.5,8.4,.514,16.1,30.6,.220
Norfolk State,33,14,19,.424,-12.98,-10.18,11,5,8,6,5,11,2399,2417,72.3,100.2,.321,.355,.523,51.9,52.4,8.6,11.0,.494,18.1,33.0,.215
North Carolina-Asheville,34,21,13,.618,-3.92,-3.57,13,5,14,2,7,10,2557,2499,69.5,106.2,.320,.366,.578,50.7,57.2,10.5,9.5,.547,17.5,25.7,.237
North Carolina A&T,35,20,15,.571,-12.57,-11.20,11,5,12,0,5,13,2623,2605,71.2,104.2,.386,.352,.551,50.7,57.5,8.4,5.8,.515,16.8,28.5,.275
North Carolina Central,35,19,16,.543,-13.19,-12.31,9,7,12,2,3,13,2520,2425,68.9,104.2,.290,.311,.538,53.4,57.4,7.4,9.4,.512,17.4,33.6,.199
North Carolina-Greensboro,35,27,8,.771,4.54,-3.87,15,3,16,1,8,6,2562,2189,66.9,107.1,.265,.452,.548,55.0,52.7,11.2,12.4,.525,17.1,34.1,.185
North Carolina State,33,21,12,.636,12.91,6.70,11,7,16,3,4,5,2682,2477,72.1,112.3,.342,.344,.562,50.3,55.0,10.2,9.2,.534,14.3,33.3,.238
North Carolina-Wilmington,32,11,21,.344,-7.52,-1.15,7,11,8,5,2,11,2542,2668,73.4,106.1,.315,.334,.524,53.2,53.0,6.8,5.6,.494,14.6,33.7,.217
North Carolina,37,26,11,.703,20.08,11.78,11,7,12,3,6,5,3018,2711,71.7,113.4,.280,.351,.551,56.4,61.0,8.0,11.1,.520,14.0,37.4,.208
North Dakota State,32,15,17,.469,-1.86,-1.58,5,9,8,6,5,10,2382,2264,68.8,107.8,.305,.436,.583,50.9,50.4,6.6,6.2,.552,16.5,22.7,.232
North Dakota,32,12,20,.375,-7.63,-0.20,6,12,7,6,2,13,2427,2612,73.2,101.6,.353,.365,.553,45.0,47.6,10.6,4.7,.521,16.0,20.2,.249
North Florida,33,14,19,.424,-11.40,-1.74,7,7,10,2,4,17,2668,2873,75.6,106.6,.277,.459,.573,46.4,52.2,6.9,7.5,.543,17.0,26.1,.210
North Texas,38,20,18,.526,1.16,-0.40,8,10,14,6,6,11,2828,2703,70.1,104.7,.339,.379,.543,52.7,47.0,7.2,8.2,.519,16.0,29.4,.224
Northeastern,33,23,10,.697,3.64,-1.61,14,4,12,2,9,5,2472,2270,68.0,108.9,.347,.453,.597,51.1,60.9,9.7,6.2,.569,17.9,25.5,.255
Northern Arizona,32,5,27,.156,-14.66,-1.03,2,16,2,10,3,14,2100,2512,70.7,92.1,.429,.334,.499,48.1,45.0,7.9,9.5,.450,19.1,27.0,.301
Northern Colorado,38,26,12,.684,3.61,-2.27,11,7,14,3,7,8,3080,2776,73.8,108.8,.334,.396,.566,51.3,41.1,7.2,8.1,.542,14.6,25.6,.230
Northern Illinois,32,13,19,.406,-6.71,-1.71,6,12,11,4,1,13,2319,2407,69.3,104.2,.335,.275,.538,49.7,34.7,9.6,5.3,.502,14.9,28.2,.243
Northern Iowa,32,16,16,.500,4.01,3.87,7,11,12,4,1,9,2056,1990,64.3,99.5,.313,.399,.522,51.2,47.9,8.0,7.4,.487,15.6,24.3,.226
Northern Kentucky,32,22,10,.688,4.83,-4.07,15,3,12,2,8,6,2486,2112,70.7,110.0,.312,.400,.572,52.6,58.2,10.4,8.7,.543,15.5,29.1,.228
Northwestern State,29,4,25,.138,-21.02,-4.18,1,17,1,11,3,13,1868,2264,72.2,89.2,.350,.267,.477,48.9,40.3,8.6,11.1,.450,20.2,32.1,.214
Northwestern,32,15,17,.469,9.63,8.37,6,12,11,6,3,9,2203,2127,65.3,104.6,.297,.397,.532,50.4,58.0,7.4,13.2,.497,15.3,29.5,.222
Notre Dame,36,21,15,.583,13.65,7.94,8,10,11,6,5,7,2698,2471,66.5,111.4,.314,.393,.551,51.6,55.0,8.6,9.6,.514,12.7,30.8,.238
Oakland,33,19,14,.576,-1.82,-3.76,10,8,11,4,7,8,2580,2516,72.2,107.5,.355,.398,.562,50.4,62.6,8.3,11.9,.520,15.9,28.1,.273
Ohio State,34,25,9,.735,17.67,9.03,15,3,16,2,6,2,2591,2297,68.0,110.9,.311,.342,.570,53.6,52.5,8.9,11.3,.541,14.9,29.8,.227
Ohio,31,14,17,.452,-2.52,-1.65,7,11,11,5,2,10,2334,2353,72.6,100.5,.306,.349,.538,48.4,52.8,8.9,8.8,.508,16.0,22.3,.218
Oklahoma State,36,21,15,.583,12.45,9.12,8,10,15,6,3,7,2757,2637,70.8,107.4,.322,.383,.538,51.1,53.6,9.2,10.4,.498,15.4,34.2,.244
Oklahoma,32,18,14,.563,13.81,10.56,8,10,13,2,2,9,2718,2614,76.5,109.7,.332,.405,.569,49.8,50.2,8.4,11.0,.535,15.2,28.3,.247
Old Dominion,32,25,7,.781,9.27,-1.27,15,3,12,2,10,3,2347,2010,66.6,109.3,.330,.338,.537,52.8,57.2,11.1,13.6,.507,13.2,32.2,.228
Oral Roberts,32,11,21,.344,-6.67,1.05,5,9,8,5,3,14,2332,2484,68.1,104.6,.257,.319,.517,52.2,51.5,7.8,9.3,.492,15.4,35.9,.176
Oregon State,32,16,16,.500,7.32,4.57,7,11,12,4,1,9,2339,2251,67.4,106.8,.387,.328,.555,52.1,57.2,9.7,10.3,.521,16.8,31.8,.274
Oregon,36,23,13,.639,10.70,4.84,10,8,16,3,4,7,2817,2606,69.6,110.9,.317,.421,.568,52.3,56.4,9.8,12.3,.533,14.9,31.0,.242
Pacific,32,14,18,.438,-0.55,1.80,9,9,8,8,6,9,2280,2316,67.0,105.6,.401,.258,.537,50.9,49.1,9.1,12.3,.494,14.8,30.4,.292
Penn State,39,26,13,.667,15.85,7.79,9,9,15,4,6,7,2915,2601,67.9,109.3,.315,.331,.553,51.8,51.2,10.6,13.3,.526,15.0,31.7,.221
Pennsylvania,33,24,9,.727,2.24,-3.17,12,2,11,3,9,4,2506,2274,70.2,105.3,.334,.427,.555,51.0,56.9,8.2,7.0,.533,14.8,23.6,.220
Pepperdine,32,6,26,.188,-6.51,1.82,2,16,5,11,0,14,2283,2516,67.8,104.4,.353,.296,.534,50.8,54.6,7.1,6.5,.500,15.0,29.4,.248
Pittsburgh,32,8,24,.250,-1.87,8.47,0,18,7,11,0,10,1985,2316,65.7,93.7,.319,.475,.515,45.5,58.7,6.5,9.4,.482,18.7,23.3,.222
Portland State,34,20,14,.588,-0.14,-1.05,9,9,8,5,10,6,2897,2698,76.6,110.0,.322,.378,.539,50.8,53.0,12.6,9.2,.508,13.8,34.7,.227
Portland,32,10,22,.313,-6.61,2.43,4,14,7,9,3,9,2221,2372,68.5,100.5,.342,.381,.548,46.1,49.6,7.5,11.2,.521,15.9,19.7,.232
Prairie View,34,16,18,.471,-10.13,-7.71,12,6,10,2,5,15,2559,2609,72.6,102.9,.388,.368,.529,48.6,49.3,10.3,8.7,.496,16.0,31.3,.260
Presbyterian,32,11,21,.344,-14.32,-5.53,4,14,8,8,2,13,2124,2273,64.8,102.1,.290,.439,.530,47.7,49.1,8.4,5.6,.504,15.5,26.5,.199
Princeton,29,13,16,.448,-2.44,-1.97,5,9,7,5,5,9,2106,2083,66.4,105.8,.267,.462,.563,49.0,48.7,6.9,8.7,.540,15.1,22.5,.188
Providence,35,21,14,.600,11.12,10.23,10,8,13,4,4,7,2575,2544,69.5,104.0,.386,.329,.534,49.6,53.9,9.6,9.8,.496,15.1,28.7,.272
Purdue,37,30,7,.811,23.41,8.74,15,3,16,1,8,2,2974,2431,68.2,117.5,.356,.401,.606,51.8,57.9,8.3,12.5,.577,14.0,27.3,.265
Quinnipiac,33,12,21,.364,-9.50,-4.44,7,11,6,6,3,12,2364,2531,67.9,102.8,.370,.479,.539,49.2,51.3,7.9,6.9,.503,16.9,27.8,.261
Radford,36,23,13,.639,-2.61,-4.08,12,6,12,2,7,10,2422,2336,63.4,104.3,.307,.397,.528,52.3,52.0,9.7,9.1,.494,16.1,33.6,.223
Rhode Island,34,26,8,.765,11.81,4.61,15,3,15,1,7,4,2583,2338,69.2,108.9,.301,.320,.539,50.0,54.5,10.5,9.5,.511,13.1,30.8,.209
Rice,31,7,24,.226,-8.63,-0.04,4,14,5,10,2,13,2114,2347,70.2,96.4,.369,.467,.514,49.7,53.2,7.6,6.0,.480,18.3,28.1,.247
Richmond,32,12,20,.375,-0.17,3.61,9,9,6,9,4,8,2297,2418,68.3,103.8,.297,.363,.550,46.8,57.7,11.0,6.6,.521,15.2,23.2,.213
Rider,32,22,10,.688,0.98,-2.62,15,3,12,1,8,7,2620,2505,74.8,109.1,.421,.338,.545,51.7,49.2,10.0,10.1,.526,15.0,33.4,.256
Robert Morris,33,16,17,.485,-7.99,-6.11,9,9,4,6,9,11,2272,2334,70.8,96.9,.343,.377,.506,49.1,48.1,10.9,7.4,.474,17.9,31.3,.229
Rutgers,34,15,19,.441,5.50,6.83,3,15,13,9,0,9,2216,2204,66.9,96.4,.311,.245,.473,51.9,40.1,10.4,11.6,.442,14.5,33.7,.200
Sacramento State,32,7,25,.219,-8.91,-0.74,4,14,6,9,1,12,2157,2358,67.5,99.4,.288,.316,.526,47.1,52.5,7.9,9.6,.500,15.8,24.1,.197
Sacred Heart,31,10,21,.323,-11.38,-6.98,5,13,5,9,4,11,2129,2237,69.5,98.3,.296,.329,.512,55.2,50.4,6.9,6.6,.486,18.1,33.1,.196
Saint Francis (PA),31,18,13,.581,-6.13,-6.71,12,6,11,3,7,10,2450,2355,70.9,109.8,.341,.363,.571,48.3,48.4,9.4,6.0,.534,14.3,26.0,.260
Saint Joseph's,32,16,16,.500,3.78,1.90,10,8,10,3,4,9,2371,2311,71.2,103.2,.346,.388,.521,49.3,54.1,8.8,8.5,.488,12.3,23.5,.238
Saint Louis,33,17,16,.515,2.58,2.92,9,9,12,6,3,7,2170,2157,64.7,101.2,.463,.330,.513,53.0,53.8,9.2,13.1,.475,16.6,33.8,.302
Saint Mary's (CA),36,30,6,.833,12.86,0.33,16,2,18,2,11,1,2772,2321,63.6,119.8,.304,.351,.615,55.1,54.9,6.9,6.8,.587,13.7,29.2,.234
Saint Peter's,32,14,18,.438,-5.24,-4.36,6,12,8,5,3,12,2085,2113,65.0,98.0,.277,.426,.523,49.0,51.2,9.9,10.8,.492,17.3,27.1,.200
Sam Houston State,36,21,15,.583,-5.14,-4.80,12,6,14,2,5,10,2571,2477,69.2,102.8,.340,.360,.523,52.6,58.6,8.8,5.6,.486,16.1,32.5,.243
Samford,32,10,22,.313,-11.10,-3.37,6,12,8,6,2,14,2483,2639,71.9,108.0,.322,.419,.583,45.8,60.9,10.0,6.9,.550,17.0,24.9,.246
San Diego State,33,22,11,.667,12.23,3.91,11,7,13,2,5,7,2545,2240,70.4,109.6,.357,.360,.553,53.7,54.1,8.9,9.4,.519,14.6,31.8,.255
San Diego,34,20,14,.588,2.86,0.49,9,9,12,7,8,6,2385,2264,67.3,103.5,.390,.447,.567,49.7,59.2,8.1,10.7,.533,17.5,23.2,.277
San Francisco,39,22,17,.564,1.13,1.63,9,9,16,6,4,9,2685,2681,67.5,101.3,.294,.437,.522,50.8,55.3,7.9,9.6,.496,15.3,27.2,.199
San Jose State,30,4,26,.133,-8.74,2.91,1,17,3,11,1,14,1974,2260,69.3,94.1,.345,.300,.524,52.7,54.6,6.4,7.5,.491,20.6,28.3,.239
Santa Clara,31,11,20,.355,-7.01,0.61,8,10,6,11,5,5,2048,2224,65.4,100.6,.313,.407,.533,46.2,56.3,8.3,6.4,.498,15.4,23.6,.227
Savannah State,32,15,17,.469,-15.36,-5.06,12,4,10,2,4,13,2754,2991,83.6,101.7,.295,.555,.514,44.5,53.6,11.1,6.4,.483,14.3,27.8,.206
Seattle,34,20,14,.588,-2.32,-3.09,8,6,16,3,3,10,2589,2468,70.4,107.0,.353,.427,.561,52.4,52.6,6.9,9.6,.525,17.3,30.5,.261
Seton Hall,34,22,12,.647,15.67,10.11,10,8,14,3,5,6,2701,2512,71.1,110.9,.352,.330,.558,53.1,54.3,8.6,9.1,.529,15.2,34.0,.246
Siena,32,8,24,.250,-10.46,-2.99,4,14,7,8,1,15,2166,2405,67.2,97.3,.364,.335,.516,51.1,47.2,6.9,8.8,.482,18.7,31.3,.247
South Alabama,32,14,18,.438,-5.43,-2.87,7,11,11,4,2,13,2228,2218,71.1,97.6,.378,.436,.529,49.3,52.9,7.5,10.8,.492,18.5,26.2,.264
South Carolina State,32,10,22,.313,-20.18,-8.78,6,10,8,5,2,16,2355,2660,73.4,99.5,.362,.315,.516,47.6,42.5,7.1,6.3,.478,16.3,30.0,.253
South Carolina Upstate,32,7,25,.219,-17.46,-4.35,2,12,6,7,0,17,2424,2723,71.1,105.7,.225,.466,.535,46.4,51.0,8.5,7.0,.511,14.0,27.1,.163
South Carolina,33,17,16,.515,9.45,9.23,7,11,10,5,4,8,2313,2277,69.7,99.9,.421,.373,.507,52.4,56.0,7.8,9.6,.461,16.6,33.8,.295
South Dakota State,35,28,7,.800,6.84,-0.38,13,1,15,0,8,5,2958,2599,72.3,115.6,.354,.432,.590,52.2,46.6,6.7,5.9,.554,12.3,24.7,.269
South Dakota,35,26,9,.743,6.17,-2.60,11,3,13,2,9,5,2832,2404,72.2,112.1,.346,.320,.569,52.5,45.5,9.5,5.3,.533,13.5,29.4,.260
South Florida,32,10,22,.313,-7.27,0.05,3,15,7,11,3,10,2026,2260,65.5,96.3,.331,.339,.518,49.2,53.6,7.8,6.6,.480,18.7,28.8,.240
Southeast Missouri State,31,14,17,.452,-8.13,-4.88,8,10,7,7,6,9,2355,2413,69.1,109.0,.376,.427,.578,48.5,53.1,8.2,4.9,.544,16.0,26.4,.274
Southeastern Louisiana,34,22,12,.647,-6.40,-6.20,15,3,10,3,10,7,2439,2357,69.1,103.8,.362,.373,.544,49.1,57.4,9.6,7.5,.519,17.3,30.4,.238
Southern California,36,24,12,.667,12.82,6.29,12,6,13,5,6,5,2798,2563,68.7,111.7,.299,.362,.564,50.7,55.7,9.1,11.2,.538,13.4,30.1,.211
SIU Edwardsville,30,9,21,.300,-12.43,-3.36,5,13,4,9,5,11,2090,2362,70.4,99.0,.330,.372,.514,48.8,50.8,6.8,7.6,.478,16.7,29.3,.233
Southern Illinois,33,20,13,.606,1.37,0.65,11,7,13,3,5,8,2308,2280,66.9,103.0,.328,.332,.549,48.9,55.3,11.1,10.6,.521,16.7,25.9,.228
Southern Methodist,33,17,16,.515,9.08,3.66,6,12,13,5,2,8,2293,2114,64.4,107.8,.305,.404,.546,50.3,58.2,11.5,9.9,.520,15.4,32.7,.209
Southern Mississippi,34,16,18,.471,-4.26,1.31,7,11,11,3,2,11,2401,2449,67.8,103.8,.293,.383,.538,45.9,57.3,10.2,5.8,.510,13.0,21.7,.206
Southern Utah,32,13,19,.406,-7.64,-0.88,5,13,9,5,2,13,2416,2583,73.2,102.4,.370,.374,.544,48.5,45.4,7.0,8.0,.504,15.5,23.5,.273
Southern,33,15,18,.455,-14.54,-9.57,10,8,11,3,4,14,2279,2369,69.8,98.1,.409,.271,.493,51.6,47.5,8.1,9.9,.449,15.8,33.4,.279
St. Bonaventure,34,26,8,.765,8.87,2.61,14,4,13,1,9,4,2620,2407,69.4,109.5,.405,.337,.561,50.5,53.4,10.0,10.8,.516,14.3,29.2,.305
St. Francis (NY),31,13,18,.419,-12.25,-7.32,10,8,10,3,3,13,2260,2357,70.9,101.2,.313,.415,.521,47.0,45.5,10.1,7.0,.487,15.2,27.2,.223
St. John's (NY),33,16,17,.485,10.29,10.69,4,14,9,7,2,7,2412,2397,71.1,100.9,.301,.353,.528,45.9,48.7,11.8,15.7,.492,14.7,23.7,.223
Stanford,35,19,16,.543,8.08,7.14,11,7,14,5,4,7,2655,2622,72.2,104.4,.416,.315,.552,53.9,50.7,7.2,8.7,.519,17.9,32.8,.285
Stephen F. Austin,35,28,7,.800,2.67,-6.46,14,4,16,1,9,5,2819,2386,73.8,109.1,.398,.316,.576,52.6,49.8,14.0,9.7,.544,18.1,33.3,.280
Stetson,32,12,20,.375,-12.38,-6.46,4,10,7,9,5,11,2412,2496,73.1,102.3,.252,.354,.525,47.5,51.9,9.7,7.4,.503,13.2,24.1,.170
Stony Brook,32,13,19,.406,-5.09,-2.28,7,9,7,7,6,11,2205,2249,69.6,98.2,.325,.406,.512,50.2,54.8,11.6,8.4,.484,17.2,30.3,.213
Syracuse,37,23,14,.622,12.89,10.02,8,10,14,5,4,6,2466,2360,64.3,102.2,.405,.328,.518,52.6,47.5,10.7,17.4,.469,16.2,34.1,.298
Temple,33,17,16,.515,7.25,7.79,8,10,8,5,4,10,2308,2326,67.5,102.9,.256,.389,.517,47.1,49.8,9.8,9.0,.493,13.8,27.7,.174
Tennessee-Martin,31,10,21,.323,-10.51,-4.96,5,13,5,9,5,12,2135,2253,68.5,99.3,.236,.360,.532,49.5,48.3,10.0,11.3,.506,18.3,28.9,.171
Tennessee State,30,15,15,.500,-5.34,-2.98,10,8,9,5,6,9,1997,2010,67.0,97.8,.375,.422,.538,49.7,48.7,10.4,10.4,.496,19.2,26.3,.277
Tennessee Tech,33,19,14,.576,-5.83,-3.54,10,8,11,3,5,10,2413,2388,72.2,100.9,.369,.362,.534,49.3,55.8,10.5,9.2,.502,17.2,28.1,.251
Tennessee,35,26,9,.743,18.20,10.12,13,5,13,2,8,4,2584,2301,67.1,109.3,.355,.357,.549,51.4,62.1,9.4,12.8,.508,15.2,33.3,.269
Texas A&M-Corpus Christi,29,11,18,.379,-12.30,-6.56,8,10,7,6,4,11,1963,2057,69.9,96.0,.379,.275,.523,50.7,46.7,9.6,9.3,.482,19.7,29.7,.272
Texas A&M,35,22,13,.629,15.30,10.62,9,9,13,3,4,7,2631,2467,70.9,106.0,.320,.330,.538,54.3,55.1,7.7,15.3,.514,16.3,33.7,.212
Texas-Arlington,34,21,13,.618,2.20,-1.43,10,8,13,2,4,10,2640,2500,74.1,104.5,.347,.398,.552,52.2,58.8,9.1,12.4,.523,17.5,30.4,.240
Texas Christian,33,21,12,.636,16.38,9.68,9,9,15,3,3,7,2708,2487,70.0,115.0,.342,.352,.590,54.5,62.8,9.1,9.4,.566,15.4,34.0,.241
