School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,OppO,OppD,NCSOS AdjEM
Utah Valley,32,14,18,.438,-11.38,-7.02,3,5,9,4,3,11,2157,2165,,65.2,101.0,.314,.310,.537,47.1,57.8,9.5,7.9,.505,16.3,26.1,.223,-12.58,98.8,111.4,62.8,-.004,-7.32,97.9,105.2,-3.46
VMI,31,14,17,.452,-11.40,-7.11,8,8,8,5,5,10,2423,2411,,73.7,105.6,.300,.432,.527,46.1,53.3,10.9,9.7,.504,15.1,33.2,.197,-11.33,102.3,113.6,69.7,-.022,-7.71,99.0,106.7,-1.05
Valparaiso,34,26,8,.765,7.15,-1.13,13,3,15,2,10,5,2420,2119,,65.1,108.9,.420,.400,.594,50.5,56.7,10.4,8.6,.559,19.3,31.2,.307,+11.42,110.7,99.3,64.3,+.021,-1.50,101.5,103.0,-3.18
Vanderbilt,33,16,17,.485,6.24,6.03,8,10,9,6,4,7,1991,1984,,61.4,97.5,.351,.439,.511,47.3,56.5,7.8,10.6,.484,17.0,27.9,.223,+6.77,102.6,95.8,59.7,-.026,+4.98,104.9,99.9,+0.50
Vermont,33,21,12,.636,-0.13,-4.46,11,5,10,5,9,7,2097,1954,,62.0,102.5,.448,.302,.532,51.5,52.7,10.6,8.7,.486,17.6,34.5,.318,+3.12,103.0,99.9,60.9,-.006,-4.47,99.9,104.3,-1.87
Villanova,34,20,14,.588,10.74,8.53,10,8,12,4,6,7,2307,2214,,67.4,98.8,.505,.351,.529,49.8,56.4,11.3,9.9,.474,19.6,33.0,.363,+13.57,106.3,92.7,66.4,+.011,+9.41,106.5,97.1,+0.30
Virginia,35,23,12,.657,12.89,4.23,11,7,20,2,3,8,2248,1945,,61.3,104.4,.316,.309,.546,48.8,60.0,9.6,13.3,.516,16.0,28.3,.223,+15.51,107.5,92.0,59.3,-.067,+2.47,103.0,100.6,-8.69
Virginia Commonwealth,36,27,9,.750,16.89,4.47,12,4,15,2,8,3,2770,2323,,68.6,111.4,.298,.357,.541,48.0,51.6,17.0,8.9,.513,13.7,36.0,.209,+20.28,114.0,93.7,66.4,+.002,+5.09,105.8,100.7,-0.22
Virginia Tech,32,13,19,.406,1.74,6.27,4,14,10,7,2,9,2248,2393,,67.8,102.0,.368,.312,.515,46.5,41.1,6.3,10.4,.475,15.0,30.7,.261,-0.10,107.2,107.3,65.9,+.032,+6.45,105.8,99.4,-3.98
Wagner,31,19,12,.613,-3.23,-5.07,12,6,11,3,7,8,2136,2079,,68.0,98.9,.403,.240,.518,50.1,50.4,11.7,14.6,.475,18.6,35.0,.284,-1.17,97.2,98.4,65.9,+.053,-5.51,101.6,107.1,+1.82
Wake Forest,31,13,18,.419,3.41,6.15,6,12,11,5,1,10,2093,2178,,69.2,97.5,.437,.295,.525,46.5,49.1,10.3,10.7,.485,18.2,27.7,.297,+2.88,101.6,98.7,67.8,-.006,+5.82,106.4,100.5,-3.18
Washington,34,18,16,.529,7.93,7.22,9,9,11,7,5,7,2309,2285,,66.1,102.0,.338,.273,.515,50.4,48.2,7.9,10.3,.482,16.7,37.3,.231,+9.16,107.7,98.5,64.3,-.000,+7.66,106.3,98.6,-0.37
Washington State,32,13,19,.406,6.70,5.26,4,14,10,7,1,9,2061,2015,,62.4,102.4,.341,.398,.527,48.6,54.7,7.2,7.5,.496,16.5,31.6,.235,+7.45,107.6,100.2,60.7,-.135,+4.91,104.9,100.0,-7.39
Weber State,37,30,7,.811,5.87,-5.61,18,2,17,2,11,5,2800,2275,,65.4,114.5,.392,.327,.603,53.5,52.3,8.0,10.6,.574,16.4,30.8,.283,+10.65,109.1,98.4,64.1,-.016,-6.80,100.5,107.3,+1.69
West Virginia,32,13,19,.406,4.60,6.54,6,13,8,6,3,9,2116,2178,,65.5,100.6,.408,.306,.501,48.5,54.8,11.1,10.5,.456,16.5,37.1,.283,+4.22,105.0,100.8,63.0,-.042,+6.78,107.2,100.4,+1.18
Western Carolina,33,14,19,.424,-6.45,-4.42,9,9,7,6,5,11,2288,2299,,66.7,103.1,.314,.317,.517,47.0,45.0,11.3,8.5,.484,16.2,34.9,.221,-7.39,101.6,109.0,65.0,-.031,-5.69,100.2,105.9,+3.91
Western Illinois,31,22,9,.710,-1.87,-5.42,13,3,12,2,7,5,1845,1663,,58.5,101.4,.403,.291,.548,49.2,56.3,9.9,12.2,.523,17.3,25.6,.259,+0.66,97.3,96.6,56.7,+.047,-5.83,100.8,106.6,-5.93
Western Kentucky,36,20,16,.556,-0.65,-1.14,10,10,11,4,4,9,2409,2364,,67.0,99.5,.385,.362,.520,50.3,47.8,9.2,8.7,.485,18.8,35.1,.260,-0.41,101.8,102.2,64.6,+.029,-2.47,100.9,103.3,+3.24
Western Michigan,35,22,13,.629,0.42,-1.43,10,6,12,2,7,10,2345,2237,,65.2,101.7,.460,.323,.530,51.7,52.5,8.6,9.3,.484,18.7,36.0,.323,+2.63,102.6,100.0,65.0,+.062,-1.42,101.8,103.2,+0.34
Wichita State,39,30,9,.769,14.68,6.09,12,6,14,2,7,5,2720,2385,,64.9,107.5,.365,.353,.535,53.2,55.6,11.4,13.5,.500,16.2,38.0,.255,+20.31,111.8,91.5,63.8,-.002,+6.71,106.9,100.2,+0.17
William & Mary,30,13,17,.433,-4.03,-3.45,7,11,8,5,5,11,2064,2048,,63.4,105.8,.372,.385,.571,47.8,59.6,7.9,7.8,.540,17.8,28.6,.264,-4.01,106.6,110.6,62.2,-.064,-3.60,100.2,103.8,-1.53
Winthrop,31,14,17,.452,-8.61,-4.43,6,10,11,4,2,12,1859,1897,,62.0,96.4,.360,.367,.510,46.8,45.4,7.8,6.6,.474,18.1,29.3,.248,-10.64,95.3,105.9,59.8,+.037,-5.09,99.0,104.1,+3.44
Wisconsin,35,23,12,.657,18.76,9.73,12,6,15,3,5,6,2274,1958,,61.4,104.4,.297,.401,.508,50.8,56.5,9.2,10.8,.486,13.0,32.4,.188,+22.57,108.3,85.7,60.4,-.033,+11.08,108.8,97.7,-3.20
Wofford,32,13,19,.406,-6.74,-4.65,7,11,9,3,3,15,1858,1890,,63.6,91.3,.281,.350,.483,46.2,55.5,11.7,6.8,.446,17.7,26.9,.204,-7.42,89.2,96.7,62.3,-.058,-5.14,100.3,105.5,+2.98
Wright State,36,23,13,.639,2.25,-1.15,10,6,12,5,8,7,2233,2105,,63.0,97.7,.332,.330,.528,46.5,53.7,11.7,6.3,.495,18.1,27.0,.234,+4.33,98.0,93.7,61.8,+.008,-1.44,102.7,104.2,-4.86
Wyoming,34,20,14,.588,5.39,4.61,4,12,13,6,6,7,2074,2010,,60.8,99.5,.390,.420,.529,44.0,56.2,10.3,9.4,.495,16.5,24.4,.263,+6.53,103.0,96.5,60.0,+.045,+5.49,105.5,100.0,-1.81
Xavier,31,17,14,.548,7.70,4.96,9,7,11,4,4,7,2021,1936,,63.2,102.3,.414,.253,.534,51.2,48.2,8.3,8.4,.501,17.5,34.3,.276,+9.55,106.0,96.4,61.8,-.055,+5.45,105.5,100.1,+2.84
Yale,31,14,17,.452,-3.95,-0.81,8,6,8,4,5,11,2079,2056,,64.1,103.0,.425,.323,.534,50.7,57.4,9.8,8.7,.487,18.5,35.5,.309,-2.95,102.7,105.7,63.0,+.032,+0.66,103.1,102.5,+5.22
Youngstown State,34,18,16,.529,-2.14,-0.81,7,9,12,5,6,8,2426,2356,,67.9,102.8,.347,.357,.526,46.3,59.1,9.8,13.2,.493,14.7,28.3,.240,-1.91,102.9,104.8,66.9,+.025,-0.57,102.4,102.9,-0.59
